model_variant,stim_id,subordinate,mu,sigma
intercept_slope,stim_1,crow,-1.8182839356136495,0.6719166257016358
intercept_slope,stim_1,parrot,0.7460107352131327,0.20622613571299475
intercept_slope,stim_1,seagull,1.799329580301258,1.3211180010818662
intercept_slope,stim_10,jolly rancher,1.203353123955936,0.504369282912613
intercept_slope,stim_10,marshmallow,-2.3027468556631296,0.046909678379525394
intercept_slope,stim_10,piece of chocolate,-0.7505559775115104,0.16678801554348088
intercept_slope,stim_11,carpet,-1.3738557250894714,1.4724690109930405
intercept_slope,stim_11,tile,1.5312991746709224,0.46902087378260493
intercept_slope,stim_11,wood,0.8201576765202894,0.48409166177388424
intercept_slope,stim_12,banana,-1.0948977351655367,0.7008741952037809
intercept_slope,stim_12,mango,-0.4522123346267002,0.8725706279387735
intercept_slope,stim_12,melon,1.037426880349358,0.31053412011589554
intercept_slope,stim_13,cotton,-1.9502291594499224,0.08320328261664915
intercept_slope,stim_13,plastic,0.3996034851942117,0.6574605106011148
intercept_slope,stim_13,wood,1.1933828815415917,0.10192288282084565
intercept_slope,stim_14,bedboard,1.19944294218948,0.3132327608194829
intercept_slope,stim_14,blanket,-1.7885108893363955,1.3756512415321636
intercept_slope,stim_14,pillow,-1.6223088691246732,0.1887378363536968
intercept_slope,stim_15,giraffe,2.8302833174189823,0.192748260451154
intercept_slope,stim_15,monkey,-1.5818835415073362,0.21430762262883252
intercept_slope,stim_15,penguin,-1.1034334199961098,0.2627146219393415
intercept_slope,stim_16,apartment building,0.7058407991162288,0.8424723829617844
intercept_slope,stim_16,skyscraper,1.5858610751610005,0.08618698092059189
intercept_slope,stim_16,strip mall,-0.5783559801068465,0.7341953078220625
intercept_slope,stim_17,adult,0.7456963453703468,0.20427570184976432
intercept_slope,stim_17,child,-2.0394628681869253,0.8260449854633587
intercept_slope,stim_17,teenager,-0.6769403537909713,1.8770391123646821
intercept_slope,stim_18,pansy,-0.5218395071233674,0.6623079913702888
intercept_slope,stim_18,sunflower,0.9537991831493621,0.09038556520987276
intercept_slope,stim_18,tulip,0.39301145836020296,0.7843800422549634
intercept_slope,stim_19,basketball player,2.022417877721969,0.05645615713132687
intercept_slope,stim_19,golfer,0.2946988551701099,1.1102283224832472
intercept_slope,stim_19,jockey,-0.9324095800349341,0.05270000088238107
intercept_slope,stim_2,black paint,-1.568801547781002,0.14364694449530063
intercept_slope,stim_2,blue paint,-0.13703070682141083,0.21804415724628018
intercept_slope,stim_2,white paint,1.589998243040045,0.6519513828151988
intercept_slope,stim_20,alpine tree,0.653053779775903,0.10250564900514678
intercept_slope,stim_20,bonsai tree,-1.555063083326038,0.4066392122034561
intercept_slope,stim_20,redwood tree,1.1794599115177826,0.1097835908434236
intercept_slope,stim_21,bassett hound,0.26683118673631767,0.08712132425145519
intercept_slope,stim_21,chihuahua,-2.8993195691087865,1.071120202658041
intercept_slope,stim_21,dachshund,0.8681583816619434,0.208593301016209
intercept_slope,stim_22,hamster,-1.4073774536177137,0.13032566499987064
intercept_slope,stim_22,mouse,-1.9391329700603384,0.1251563266982001
intercept_slope,stim_22,snake,1.5346010309878313,0.1282360334083121
intercept_slope,stim_23,novel,0.71757839186452,0.4146628482591888
intercept_slope,stim_23,poem,-1.0783358308055462,0.3987773485327528
intercept_slope,stim_23,story,0.13001404665532906,1.120420149211773
intercept_slope,stim_24,limousine,1.7286068904755107,0.058085223379654355
intercept_slope,stim_24,pick-up truck,1.1670325277826055,1.2830775895187136
intercept_slope,stim_24,smartcar,-1.8581370005550764,0.2351782515520017
intercept_slope,stim_25,documentary,0.8940183602454618,0.3360863116668513
intercept_slope,stim_25,movie,0.8373092884950406,0.24102266834946387
intercept_slope,stim_25,sitcom,-1.0034724660026275,0.6261604322277987
intercept_slope,stim_26,alley,-1.0787191765463477,0.10958479811425306
intercept_slope,stim_26,highway,0.9165336629378593,0.21676037117452518
intercept_slope,stim_26,street,0.06418214075598666,1.1718479340150862
intercept_slope,stim_27,relay race,-0.015167540642056054,0.40750936336570853
intercept_slope,stim_27,sprinting race,-0.6778322811262187,0.7175707349999085
intercept_slope,stim_27,triathlon race,1.0861993238799883,0.3895122750515937
intercept_slope,stim_28,opera,1.2883908407560614,0.19229762786148685
intercept_slope,stim_28,podcast episode,0.882437923673656,0.24578525348498098
intercept_slope,stim_28,song,0.03685189597017946,0.9171022423425923
intercept_slope,stim_29,choral concert,-0.22009417863802005,0.5114527843135283
intercept_slope,stim_29,rap concert,2.882793269237128,1.7881731590401033
intercept_slope,stim_29,rock concert,1.0293250323458991,0.20732148084889288
intercept_slope,stim_3,cheesecake,1.347577920662608,0.3361482944620904
intercept_slope,stim_3,chocolate cake,-1.941283913164916,1.2086425308375022
intercept_slope,stim_3,fruit cake,-0.032236996743582935,0.3215099910675241
intercept_slope,stim_30,church,-1.4317612334472485,0.09532296293382994
intercept_slope,stim_30,conference center,0.5564119386367296,0.10348327055110153
intercept_slope,stim_30,party,1.3653425209697407,0.1008523252905525
intercept_slope,stim_31,cat,-0.9914799750931258,0.7643904699206738
intercept_slope,stim_31,fish,-1.608908205728006,0.09126682038312209
intercept_slope,stim_31,parrot,2.203357387089779,0.5597973547968408
intercept_slope,stim_32,concert,2.237072660420162,0.27774249434483544
intercept_slope,stim_32,library,-1.8716568594548044,0.09679309405917708
intercept_slope,stim_32,restaurant,0.4550873305395743,0.07244893862611079
intercept_slope,stim_33,crow,2.6780704400057163,1.605678445365311
intercept_slope,stim_33,finch,0.1814547327473442,1.126775662277845
intercept_slope,stim_33,rooster,1.3877785496159856,0.7496439943125912
intercept_slope,stim_34,guitar,0.7146338771556722,0.16311876018140234
intercept_slope,stim_34,harp,-1.2707436834971466,0.46051468666516937
intercept_slope,stim_34,horn,1.1916693895330217,1.468542831316305
intercept_slope,stim_35,adult,-0.032272864522963296,1.291894011788308
intercept_slope,stim_35,baby,0.5079431675604263,0.2093441393021687
intercept_slope,stim_35,teenager,0.8388666802412614,0.2632365983140874
intercept_slope,stim_36,city,0.6982888542979693,0.16773772721603966
intercept_slope,stim_36,town,-1.1099667988066606,0.2199849298248846
intercept_slope,stim_36,village,-2.870538281482551,2.0343303680205587
intercept_slope,stim_37,car,0.2806351451201575,1.510864764578901
intercept_slope,stim_37,electric car,-1.616996343866842,1.315780047062931
intercept_slope,stim_37,tractor,1.456022798804832,0.08798358552061052
intercept_slope,stim_38,mockingbird,0.8478708332613194,0.17582010804496012
intercept_slope,stim_38,owl,0.3115212303133812,0.15231635372341046
intercept_slope,stim_38,woodpecker,1.1952147108670785,0.14211649945269206
intercept_slope,stim_39,powerboat,1.8988861448469119,1.0179830507203402
intercept_slope,stim_39,rowboat,-1.1068236848307393,0.2175970088824822
intercept_slope,stim_39,sailboat,-1.2635581751705076,0.2472266792234824
intercept_slope,stim_4,day,1.6927907785606853,0.12331885809860246
intercept_slope,stim_4,dusk,-1.1046289496645065,0.9995629347253902
intercept_slope,stim_4,night,-2.070209229090162,0.10489178834661368
intercept_slope,stim_40,acoustic guitar,-0.6357261008811279,0.4023482461262389
intercept_slope,stim_40,bass guitar,0.3349573635274992,0.48700472186350674
intercept_slope,stim_40,ukelele,-0.5076501696062705,0.17359711557923024
intercept_slope,stim_41,bronze,0.50272470166496,0.1667598869992682
intercept_slope,stim_41,plastic,-1.0938856856810457,0.4460566803502842
intercept_slope,stim_41,platinum,1.1227141626474215,0.26445610252063956
intercept_slope,stim_42,apartment,0.23240555374629593,1.0658389426788946
intercept_slope,stim_42,house,0.5308358853307351,0.7239461203487013
intercept_slope,stim_42,villa,1.3413259070971706,0.14761096207765212
intercept_slope,stim_43,boots,0.6434707477635747,0.2023536118825945
intercept_slope,stim_43,sandals,-2.129103313396514,1.9301937123372594
intercept_slope,stim_43,sneakers,-0.13371733696373206,0.5228865123795443
intercept_slope,stim_44,garlic,-0.7276420325855253,0.9463585142854053
intercept_slope,stim_44,saffron,0.8060620099112802,0.6296812331296993
intercept_slope,stim_44,salt,-1.2879496175656984,1.063347904621819
intercept_slope,stim_45,gold,1.1102102291191966,0.600149523774651
intercept_slope,stim_45,metal,-0.07746504224248885,0.3421291265118753
intercept_slope,stim_45,plastic,-2.851353272224643,1.4194642751582212
intercept_slope,stim_46,coat,1.024556560096344,0.3256491199702648
intercept_slope,stim_46,shirt,-0.7578206246805776,1.6622126534186585
intercept_slope,stim_46,suit,1.488557183799755,0.10091631490545351
intercept_slope,stim_47,boysenberries,1.0404470570366164,0.31787209935043426
intercept_slope,stim_47,raspberries,0.4711676837047707,0.5076716440194919
intercept_slope,stim_47,strawberries,-0.11335875593948441,0.19245210010751196
intercept_slope,stim_48,chicken,-1.1818527688369378,0.6001234243583918
intercept_slope,stim_48,pork,-0.26827114949019315,0.2788514327188907
intercept_slope,stim_48,steak,2.052246659796138,0.8325943340752298
intercept_slope,stim_49,bottle of top-shelf liquor,1.4823381459848108,0.18200519057828626
intercept_slope,stim_49,bottle of wine,0.01452260331601507,0.2485566365133096
intercept_slope,stim_49,six-pack of beer,-1.3713785802929892,0.14772171588098754
intercept_slope,stim_5,pen,-0.7948486556658785,0.9411459179657828
intercept_slope,stim_5,pencil,0.19729539645400002,0.2295255514136313
intercept_slope,stim_5,piece of chalk,0.6877220599068377,0.9044958831719103
intercept_slope,stim_50,Chinese restaurant,-0.44568541699940534,0.1273484765003288
intercept_slope,stim_50,Japanese restaurant,0.63251499791468,0.8958449168121623
intercept_slope,stim_50,Korean restaurant,0.17493836971004262,0.6725436043609521
intercept_slope,stim_51,bush,0.15565543222524905,0.3816677647329907
intercept_slope,stim_51,flower,-1.0862586468081716,0.17381833301497693
intercept_slope,stim_51,tree,1.2188184601167535,0.1526090735893162
intercept_slope,stim_52,elephant,1.8954527774732899,0.04184713989098123
intercept_slope,stim_52,monkey,-1.064413411843927,0.19006541927524684
intercept_slope,stim_52,mouse,-1.4952574504512754,0.07866480057286294
intercept_slope,stim_53,ant,-1.6193961905139616,0.15255110823837378
intercept_slope,stim_53,moth,0.22841990633163578,0.3714321111612846
intercept_slope,stim_53,spider,0.21054333019275323,0.1671759710863196
intercept_slope,stim_54,kumquat,-1.2227099551594365,0.7460381092400417
intercept_slope,stim_54,peach,-0.7387347463249557,0.476345116901371
intercept_slope,stim_54,watermelon,1.4742957745256846,0.20819883677585496
intercept_slope,stim_55,herring,-0.6022010258904555,0.33475515749615725
intercept_slope,stim_55,shark,1.4514957080595141,0.11245688900307477
intercept_slope,stim_55,tuna,0.47027605722815674,0.12620863044754452
intercept_slope,stim_56,sedan,-0.15043837924036552,1.0373136435725954
intercept_slope,stim_56,smartcar,-1.540228140452792,0.22896362791179914
intercept_slope,stim_56,truck,1.358987011997756,0.09711761589136275
intercept_slope,stim_57,oven,1.2095441642006148,1.8683459137677578
intercept_slope,stim_57,refrigerator,1.8515854447353113,0.5249823579443671
intercept_slope,stim_57,toaster,-1.3211589843938343,0.4158545841716965
intercept_slope,stim_58,chihuahua,-2.223773192349193,0.07258798372847872
intercept_slope,stim_58,great dane,1.9816689275321009,0.1134140069876442
intercept_slope,stim_58,poodle,-0.9369568791312402,0.19076270955036517
intercept_slope,stim_59,jogger,1.0542046043731632,0.21262487444462025
intercept_slope,stim_59,runner,1.6577247767217376,0.4547588462063196
intercept_slope,stim_59,walker,-0.5667795241623289,0.30315696813504645
intercept_slope,stim_6,dahlia,-0.11863349014020896,0.9644183354858795
intercept_slope,stim_6,daisy,1.2597925735736266,0.10568207192286824
intercept_slope,stim_6,rose,-0.3322130133110941,0.6881072634016264
intercept_slope,stim_60,cheetah,1.9256629451744915,0.06505909954088576
intercept_slope,stim_60,elephant,-1.844196697078422,0.49499774961639165
intercept_slope,stim_60,sloth,-2.611593179602589,0.06500233600015932
intercept_slope,stim_61,crockpot,-1.3651028567659784,0.6233298358874975
intercept_slope,stim_61,frying pan,0.9152234992683277,0.5954590882944816
intercept_slope,stim_61,instant pot,0.9098007795845529,0.16842468569202873
intercept_slope,stim_62,car,1.0592821632956584,0.3225813155428117
intercept_slope,stim_62,motorcycle,1.1976578264854205,0.872640439520855
intercept_slope,stim_62,truck,-0.7952367319553677,0.19226959358193776
intercept_slope,stim_63,rowboat,-1.375485211172429,0.6962265520212867
intercept_slope,stim_63,sailboat,-0.653229819595082,0.3923275288010606
intercept_slope,stim_63,speedboat,2.0951119859731557,0.6624509871425681
intercept_slope,stim_64,cat,0.3878777312037233,0.07236869627477786
intercept_slope,stim_64,rabbit,1.1725103873996203,0.6283098289991234
intercept_slope,stim_64,turtle,-1.9793259443732465,0.06449079409188124
intercept_slope,stim_65,adult,0.007915177580641475,0.8459827363124806
intercept_slope,stim_65,child,-0.9807965946659105,0.1190212368906855
intercept_slope,stim_65,elderly person,-1.261762045768171,0.061720770475170286
intercept_slope,stim_66,glider,-0.6989924228970545,0.37111235008967747
intercept_slope,stim_66,helicopter,-0.5785288067657345,0.5665589279876142
intercept_slope,stim_66,plane,0.9732718545341569,2.262333550467608
intercept_slope,stim_67,adult,2.3983676832199765,2.3816540363953553
intercept_slope,stim_67,child,-1.0338708617307324,0.22288385696893565
intercept_slope,stim_67,teenager,0.6149690081358987,0.7902123697465173
intercept_slope,stim_68,hurricane,1.136624114649057,0.13195603215897223
intercept_slope,stim_68,rain shower,-0.37398595690411485,0.7110587733073732
intercept_slope,stim_68,thunderstorm,1.0041605340815671,0.16424796518752133
intercept_slope,stim_69,cyclist,0.2183292468996179,0.8320884834133297
intercept_slope,stim_69,golfer,-0.6513410524126528,0.13532039623813552
intercept_slope,stim_69,wrestler,1.3953028543597004,0.09937535441494452
intercept_slope,stim_7,pitbull,-0.35093592034119137,0.5931566880891211
intercept_slope,stim_7,poodle,0.5573155631308051,0.17210149436338473
intercept_slope,stim_7,spaniel,0.23047627478394905,0.1921707144415853
intercept_slope,stim_70,oil paint,0.5614569104941799,1.0465213222282483
intercept_slope,stim_70,wall paint,0.7999236113913283,0.3304698997361046
intercept_slope,stim_70,watercolor,-0.4828858746477387,0.19802930575738803
intercept_slope,stim_71,condo,0.4949420547319455,1.009879660424211
intercept_slope,stim_71,mansion,2.663779915667724,1.959571770746162
intercept_slope,stim_71,tent,-0.9069850704825915,0.10509655150966024
intercept_slope,stim_72,ice cream,-2.6542174936787095,0.15454996969823237
intercept_slope,stim_72,salad,-1.489041660829641,0.19062164014163027
intercept_slope,stim_72,soup,1.413949183844933,0.5690894245395127
intercept_slope,stim_73,coffee,1.7239918364552453,0.11511361451560792
intercept_slope,stim_73,juice,-1.4217022329362496,1.4443093326936545
intercept_slope,stim_73,milkshake,-1.6117210823498842,0.14203289216910842
intercept_slope,stim_74,fall,-1.068885267876567,0.13616803208732586
intercept_slope,stim_74,summer,1.497956037742716,0.14652293848814907
intercept_slope,stim_74,winter,-1.7306066432838039,0.19606842643948597
intercept_slope,stim_75,freezer,-2.255078029317351,0.11029139305364968
intercept_slope,stim_75,oven,1.3774883173529493,0.1271898797567913
intercept_slope,stim_75,pantry,-0.040021580923452316,1.1574655427477376
intercept_slope,stim_76,ice rink,-1.6871609076195246,0.20343584325758174
intercept_slope,stim_76,sauna,1.6544180985488914,0.2051043717934009
intercept_slope,stim_76,shopping mall,-0.04763563557398576,1.0104393766787403
intercept_slope,stim_77,chocolate fondue,1.1024537756301662,0.18158750801596402
intercept_slope,stim_77,muffin,0.09049691988720249,1.27838649914366
intercept_slope,stim_77,smoothie,-2.6424567826908723,0.8619819875042275
intercept_slope,stim_78,elephant,2.0499269219239924,0.095380512989709
intercept_slope,stim_78,fish,-0.9790272598360108,0.19777123341925082
intercept_slope,stim_78,monkey,-0.8373876441510215,0.9076043140638848
intercept_slope,stim_79,adult,1.1630978940469205,0.4310103509949157
intercept_slope,stim_79,baby,-2.129690225002335,0.15983658015299262
intercept_slope,stim_79,kid,-1.3571543440711509,0.33352174317834216
intercept_slope,stim_8,jaguar,0.2585499280697169,0.17625558443308412
intercept_slope,stim_8,panther,-1.302234426068475,0.10519409021830786
intercept_slope,stim_8,tiger,0.479977962726016,0.730190236763998
intercept_slope,stim_80,cell phone,-1.5124279072676226,0.11622564116013001
intercept_slope,stim_80,laptop,-0.6857067655791473,0.5570810111142998
intercept_slope,stim_80,printer,0.4117262694900955,0.8279208302730507
intercept_slope,stim_81,chair,-0.24804082364260982,0.8263931674519778
intercept_slope,stim_81,couch,1.285004649822169,0.14976748145779623
intercept_slope,stim_81,trash can,-0.7801185757394393,0.19445180263795198
intercept_slope,stim_82,feather,-2.3057033840944254,0.11087980513209172
intercept_slope,stim_82,rock,0.33928747271284354,0.09706470284534455
intercept_slope,stim_82,stick,-1.3338020807075939,0.3310384284273584
intercept_slope,stim_83,cotton,-1.8444373042469726,0.5562112159003532
intercept_slope,stim_83,silk,-1.6370002555107181,0.3214418114263754
intercept_slope,stim_83,wool,-0.6815712979788255,0.12781541566664825
intercept_slope,stim_84,bike,-0.9514813046047479,0.5656961264171996
intercept_slope,stim_84,motorcycle,-0.777373189757119,0.18582928509549765
intercept_slope,stim_84,truck,1.1577346529301002,0.1030774123009239
intercept_slope,stim_85,orange,-0.5514846141475096,1.0626801962546542
