model_variant,stim_id,subordinate,mu,sigma
intercept_slope,stim_85,plum,-0.9679059185913235,0.27427432327853174
intercept_slope,stim_85,watermelon,2.0684401118270217,0.403604133734774
intercept_slope,stim_86,bear den,1.2992241665213324,1.178703455088402
intercept_slope,stim_86,fox den,-0.6284690689408787,0.9204494868961914
intercept_slope,stim_86,mouse den,-1.058015340611071,0.8503233976764231
intercept_slope,stim_87,downtown street,-0.4551927734155983,0.6294179444523814
intercept_slope,stim_87,highway,0.8412386666790357,0.09720642353932774
intercept_slope,stim_87,side road,-1.0993062194493612,0.4132162556125403
intercept_slope,stim_88,creek,-0.8441132625011896,0.13937543600607982
intercept_slope,stim_88,river,0.23907445166038,0.5517891150825978
intercept_slope,stim_88,stream,-0.9406864617532511,1.0113907660978176
intercept_slope,stim_89,boulevard,0.40385130739191233,0.2861694979576809
intercept_slope,stim_89,country lane,-0.7545938238682304,0.16732948203942757
intercept_slope,stim_89,street,0.06392882512343145,0.6046715115066431
intercept_slope,stim_9,cucumber,0.5202731381377756,0.22360792810801539
intercept_slope,stim_9,mushroom,-1.248057767640465,0.19893316839012518
intercept_slope,stim_9,tomato,-0.9282179215211355,0.14670818435931643
intercept_slope,stim_90,back door,-0.21866654217337955,0.18426402843269252
intercept_slope,stim_90,front gate,0.16569888434300145,0.7928574335070343
intercept_slope,stim_90,patio door,0.2411548934981197,0.33459991630130226
