model_variant,stim_id,subordinate,mu,sigma
flat,stim_50,Japanese restaurant,0.47241179806352035,1.1158784920466456
flat,stim_50,Korean restaurant,0.07908186687337182,0.6702074477463885
flat,stim_51,bush,0.15565684279381606,0.4952314181992523
flat,stim_51,flower,-1.1268903546089954,0.10691460704641628
flat,stim_51,tree,1.162219396922492,0.06156461922205353
flat,stim_52,elephant,1.560723928897437,0.061394148715208
flat,stim_52,monkey,-0.8691105457427812,0.36457634243989795
flat,stim_52,mouse,-1.31765344730023,0.0731613464189779
flat,stim_53,ant,-1.3475459959793787,0.05411142459435085
flat,stim_53,moth,0.11284280442767264,0.6244677134676421
flat,stim_53,spider,0.40810126467346874,0.10769499537398772
flat,stim_54,kumquat,-1.036581948322497,0.6932435617841544
flat,stim_54,peach,-0.7380672045552643,0.18979506599486623
flat,stim_54,watermelon,1.4589168431891109,0.09352802952982701
flat,stim_55,herring,-0.5541861827822908,0.8199196278212415
flat,stim_55,shark,1.3275915964104832,0.0693041404100914
flat,stim_55,tuna,0.40367984565422793,0.07079421015732845
flat,stim_56,sedan,-0.18574752906835712,0.9026947951589253
flat,stim_56,smartcar,-1.3012639251168407,0.8551464278453027
flat,stim_56,truck,1.3215370035866076,0.09106354703292646
flat,stim_57,oven,1.1611721770205001,0.383035846376813
flat,stim_57,refrigerator,1.7433574063608404,0.7839270555995856
flat,stim_57,toaster,-1.3777141656095369,0.2146447147373058
flat,stim_58,chihuahua,-1.6072317633305075,0.426079130003553
flat,stim_58,great dane,1.4094697705028492,0.4486935255526467
flat,stim_58,poodle,-0.6051023865754076,0.9022246387670639
flat,stim_59,jogger,1.0211698808631786,0.49899544219392794
flat,stim_59,runner,1.7494294884998287,0.21383897377351216
flat,stim_59,walker,-0.7392159336784222,0.08620113084123751
flat,stim_6,dahlia,-0.07705991229242737,0.8642772488608041
flat,stim_6,daisy,0.9414518707027397,1.1079209455131467
flat,stim_6,rose,-0.28651190459399495,0.6808271414283414
flat,stim_60,cheetah,1.3175966643348815,0.6396027636097938
flat,stim_60,elephant,-1.3887347766522073,0.9220078603775049
flat,stim_60,sloth,-1.7672602303220792,0.3510729099854222
flat,stim_61,crockpot,-2.506402708906738,2.2895744765034918
flat,stim_61,frying pan,0.6778891300827001,1.0036283050148131
flat,stim_61,instant pot,0.6289595581589276,0.9008617205313457
flat,stim_62,car,0.7988504584723803,0.5189409212314728
flat,stim_62,motorcycle,0.9931154998649062,1.1174961675362252
flat,stim_62,truck,-0.636523555740826,0.5855381287991621
flat,stim_63,rowboat,-1.145901148577615,0.7383022705059814
flat,stim_63,sailboat,-0.559777736029533,0.465615839114232
flat,stim_63,speedboat,1.9568481535809925,1.533267532550255
flat,stim_64,cat,0.481007147335027,0.1313971805930117
flat,stim_64,rabbit,1.0346844578465437,0.6725441641649443
flat,stim_64,turtle,-1.5013470226865966,0.06995842818552787
flat,stim_65,adult,0.09713543973063754,0.7147027630262845
flat,stim_65,child,-0.9718917863812981,0.0672681209438777
flat,stim_65,elderly person,-0.9798017087594533,0.4219205438515386
flat,stim_66,glider,-0.7712543972121548,0.16643204878134452
flat,stim_66,helicopter,-0.5068236037791536,0.6783481341068633
flat,stim_66,plane,0.8056408283613725,0.6885094029008698
flat,stim_67,adult,1.855178720262805,1.8750952925561517
flat,stim_67,child,-1.290003587085076,0.14364441258259714
flat,stim_67,teenager,0.6108845793518066,0.9286799951621808
flat,stim_68,hurricane,1.0387135745794622,0.24839858295107511
flat,stim_68,rain shower,-0.3893164887737874,0.782065731265657
flat,stim_68,thunderstorm,0.8112434165218002,0.7246119032140189
flat,stim_69,cyclist,0.20173129047510954,0.9134444792433152
flat,stim_69,golfer,-0.5618765120738703,0.10174252232866875
flat,stim_69,wrestler,1.1555107021683033,0.5772890140893185
flat,stim_7,pitbull,-0.37040658292587453,0.8775134361083772
flat,stim_7,poodle,0.5097309173953495,0.6751426718056428
flat,stim_7,spaniel,0.16177371770142113,0.6686176099236738
flat,stim_70,oil paint,0.5173038578424205,0.9331269238305444
flat,stim_70,wall paint,0.5714538892640253,1.0313768012753581
flat,stim_70,watercolor,-0.43401567577044425,1.0142259434245937
flat,stim_71,condo,0.41720927265699687,1.239597374352832
flat,stim_71,mansion,2.56205086949899,2.3010054843859673
flat,stim_71,tent,-0.9045595223882092,0.2386320393055686
flat,stim_72,ice cream,-1.8043938774355623,1.0139891156379965
flat,stim_72,salad,-1.3002040623869304,0.6653904904075227
flat,stim_72,soup,1.3181746767434204,0.9999213656672608
flat,stim_73,coffee,1.3403869868441873,0.10480342965377462
flat,stim_73,juice,-2.2714845902110854,2.039420958216479
flat,stim_73,milkshake,-1.3181068887305936,0.7582195028455495
flat,stim_74,fall,-0.9482525100180104,0.5468771878656933
flat,stim_74,summer,1.314571230892151,1.7967989068241244
flat,stim_74,winter,-1.208315116547791,0.7132181633715955
flat,stim_75,freezer,-2.0289656463529235,0.798144569791873
flat,stim_75,oven,1.3723113877170912,0.12728354155396193
flat,stim_75,pantry,0.01845073281615711,0.7202974850438123
flat,stim_76,ice rink,-1.4778768483807472,0.49771169339110566
flat,stim_76,sauna,1.4672621156053318,0.18075048556585027
flat,stim_76,shopping mall,-0.04178845216713617,0.902240884898823
flat,stim_77,chocolate fondue,0.7653599168710538,0.5143887341436258
flat,stim_77,muffin,0.032230774657294514,0.9461775196320561
flat,stim_77,smoothie,-2.933228991822923,1.2382366476923656
flat,stim_78,elephant,1.5268123016332087,0.08751442832739141
flat,stim_78,fish,-0.8780233191228188,0.16789905856711335
flat,stim_78,monkey,-0.8236207991059201,1.0270000143295828
flat,stim_79,adult,0.9770568648419258,0.2261130596609667
flat,stim_79,baby,-1.7547976699501306,0.6372090121118794
flat,stim_79,kid,-1.361725072130697,0.15616988440271556
flat,stim_8,jaguar,0.2535259705935686,0.07382710149436839
flat,stim_8,panther,-1.134446691181855,0.183136790782314
flat,stim_8,tiger,0.5082657688565732,0.1064713750820582
flat,stim_80,cell phone,-1.4558280776891754,0.06684330179187063
flat,stim_80,laptop,-0.5752468498787223,0.34293816890961515
flat,stim_80,printer,0.4165856755631344,0.2844684991608749
flat,stim_81,chair,-0.1391632620188311,0.7291924366080177
flat,stim_81,couch,1.1798566598865519,0.4504366684862351
flat,stim_81,trash can,-0.663566539093867,0.1060616372887757
flat,stim_82,feather,-1.98667500545378,0.553692975982493
flat,stim_82,rock,0.3520538726599908,0.0735189317833857
flat,stim_82,stick,-1.3265304154151545,0.2690605511161338
flat,stim_83,cotton,-1.5931825187154236,1.1595838894524735
flat,stim_83,silk,-1.4554038601652288,1.6645807008919684
flat,stim_83,wool,-0.4793818365922149,0.6356159845383679
flat,stim_84,bike,-0.9791958925305746,0.06969157229590452
flat,stim_84,motorcycle,-0.8642076433847797,0.08948788365480133
flat,stim_84,truck,1.169447259808271,0.12463726676491849
flat,stim_85,orange,-0.6010413566000552,0.8201356281540065
flat,stim_85,plum,-0.8416494585878382,0.4178561724522082
flat,stim_85,watermelon,2.563859900048615,1.1038110843359359
flat,stim_86,bear den,2.781288775499024,1.8917392303043015
flat,stim_86,fox den,-0.49822237013108417,1.014824796357423
flat,stim_86,mouse den,-0.9830535496653003,1.0544163630871344
flat,stim_87,downtown street,-0.30564252428076844,0.9258741344158546
flat,stim_87,highway,0.79675924064468,0.3914559412536711
flat,stim_87,side road,-0.8178065564878723,1.1022197684138493
flat,stim_88,creek,-0.9597718771957914,0.1314790151604584
flat,stim_88,river,0.21039664397376273,0.16274916006859108
flat,stim_88,stream,-0.8441302830056137,0.4855806098283315
flat,stim_89,boulevard,0.45919582391270836,0.5225194419479031
flat,stim_89,country lane,-0.7583396944279877,0.5205389350745679
flat,stim_89,street,0.005022038188633282,0.5216543679721857
flat,stim_9,cucumber,0.6449831943027765,0.09426509568111363
flat,stim_9,mushroom,-1.186254772442638,0.13553661121128194
flat,stim_9,tomato,-0.9338769133077004,0.2669451736054601
flat,stim_90,back door,-0.19592223921049956,0.22285009399542496
flat,stim_90,front gate,0.0682962683576343,0.8700308356677623
flat,stim_90,patio door,0.08343501449386406,0.4644689415927227
