key,l95,mean,u95,prob_gt_0,prob_lt_0
adjpol,-0.22637154533954648,0.02134020075984403,0.2792130392088808,56.08,43.919999999999995
adjpol_nphigh,-1.9385764357799513,-1.514904559053778,-1.1011172309263402,0,100
adjpol_nplow,1.0226953384523776,1.4250883863896338,1.8415883981944015,100,0
highneg_highpos,1.1313995467857478,1.493564358293934,1.8606351132437349,100,0
intercept,1.17488686470382,1.677431147042867,2.225145147780784,100,0
lowneg_highneg,-1.8703261691968704,-1.3285125717802095,-0.8012309468745403,0,100
lowneg_highpos,-0.32372823742933954,0.16505178651372446,0.6617638375002712,74.48,25.52
lowneg_lowpos,-1.8713184139570178,-1.446428587149478,-1.0464968979681726,0,100
lowpos_highneg,-0.40934147645282787,0.11791601536926842,0.6596508245816192,66.64,33.36
lowpos_highpos,1.0795871055407311,1.6114803736632024,2.1660356617843393,100,0
nphigh,-0.24818725888414883,0.08993881551732005,0.4309440551265909,70.06,29.94
nplow,-0.1379690434479126,0.23142271645881649,0.6049475750256847,89.31,10.69
