workerid,stim_id,degree,superordinate_pl,adj,adj_polarity,NP_sg,NP_pl,np_expectations,response,specific,subFreq,superFreq
workerid_0406,54,size,fruit,big,positive,peach,peaches,medium,peach,1,1484097,22768964
workerid_0406,60,speed,animals,slow,negative,sloth,sloths,low,animals,0,57052,58179731
workerid_0406,39,loudness_n,boats,loud,positive,rowboat,rowboats,low,boats,0,42015,15603129
workerid_0406,17,height,people,tall,positive,teenager,teenagers,medium,teenager,1,4979216,480323270
workerid_0406,43,price,shoes,expensive,positive,boots,boots,high,shoes,0,18970389,80761516
workerid_0406,10,hardness,candies,soft,negative,jolly rancher,jollies,high,candies,0,40797,1298890
workerid_0406,79,weight,people,heavy,positive,baby,babies,low,baby,1,13073168,480323270
workerid_0406,81,weight,furniture,light,negative,couch,couches,high,couch,1,478444,67400151
workerid_0406,44,price,spices,cheap,negative,garlic,garlic,medium,garlic,1,5884664,2836609
workerid_0407,49,price,alcoholic drinks,expensive,positive,bottle of top-shelf liquor,liquors,high,bottle of top-shelf liquor,1,518686,377118
workerid_0407,66,speed_f,aircrafts,fast,positive,plane,planes,high,plane,1,6448506,237522
workerid_0407,29,loudness,concerts,quiet,negative,choral concert,choirs,low,concerts,0,680332,8711738
workerid_0407,44,price,spices,cheap,negative,salt,salts,low,salt,1,2145134,2836609
workerid_0407,86,width,animal dens,wide,positive,fox den,fox dens,medium,fox den,1,1610,324
workerid_0407,43,price,shoes,cheap,negative,sneakers,sneakers,medium,sneakers,1,1435693,80761516
workerid_0407,89,width,roads,wide,positive,street,streets,medium,street,1,15936688,15093824
workerid_0407,79,weight,people,heavy,positive,baby,babies,low,baby,1,13073168,480323270
workerid_0407,13,hardness,materials,soft,negative,plastic,plastic,medium,plastic,1,35423760,83903351
workerid_0407,48,price,meat,expensive,positive,steak,steaks,high,steak,1,1646745,17654214
workerid_0407,33,loudness_n,birds,quiet,negative,rooster,roosters,high,rooster,1,328337,19695831
workerid_0407,36,loudness_n,places,noisy,positive,village,villages,low,village,1,6997181,51698261
workerid_0407,18,height,flowers,short,negative,pansy,pansies,low,pansy,1,176007,58380229
workerid_0407,62,speed_f,vehicles,slow,negative,car,cars,medium,car,1,109722086,37254742
workerid_0407,54,size,fruit,big,positive,peach,peaches,medium,peach,1,1484097,22768964
workerid_0407,23,length,readings,long,positive,story,stories,medium,story,1,115510308,8678675
workerid_0407,45,price,bracelets,expensive,positive,gold,gold bracelets,high,bracelets,0,166222,6784458
workerid_0407,33,loudness_n,birds,loud,positive,finch,finches,low,finch,1,280095,19695831
workerid_0407,71,strength,walls,weak,negative,mansion,mansions,high,walls,0,797050,14838230
workerid_0407,22,length,pets,short,negative,snake,snakes,high,snake,1,2521893,26155002
workerid_0407,60,speed,animals,slow,negative,sloth,sloths,low,sloth,1,57052,58179731
workerid_0407,10,hardness,candies,soft,negative,jolly rancher,jollies,high,jolly rancher,1,40797,1298890
workerid_0407,68,strength,storms,strong,positive,hurricane,hurricanes,high,hurricane,1,3785008,3614108
workerid_0407,14,hardness,furniture,hard,positive,blanket,blankets,medium,blanket,1,4386506,67400151
workerid_0407,55,size,fish,big,positive,herring,herrings,low,herring,1,137142,52768568
workerid_0407,85,weight,fruit,heavy,positive,watermelon,watermelons,high,watermelon,1,190836,22768964
workerid_0407,40,loudness,guitars,quiet,negative,bass guitar,bass guitars,high,guitars,0,445282,7278585
workerid_0407,70,strength,paints,strong,positive,watercolor,watercolors,low,watercolor,1,567707,3617496
workerid_0407,57,size,appliances,small,negative,oven,ovens,medium,oven,1,3443150,23847029
workerid_0407,30,loudness_n,venues,noisy,positive,church,churches,low,church,1,13467005,9389442
workerid_0408,42,price,rentals,cheap,negative,villa,villas,high,villa,1,9561875,61539717
workerid_0408,36,loudness_n,places,noisy,positive,village,villages,low,village,1,6997181,51698261
workerid_0408,39,loudness_n,boats,loud,positive,rowboat,rowboats,low,boats,0,42015,15603129
workerid_0408,6,darkness,flowers,dark,negative,dahlia,dahlias,low,flowers,0,135476,58380229
workerid_0408,34,loudness_n,instruments,quiet,negative,horn,horns,high,instruments,0,2427037,48493077
workerid_0408,65,speed,people,quick,positive,adult,adults,high,adult,1,32847475,480323270
workerid_0408,46,price,clothes,cheap,negative,coat,coats,medium,clothes,0,4107452,27039649
workerid_0408,68,strength,storms,strong,positive,hurricane,hurricanes,high,hurricane,1,3785008,3614108
workerid_0408,89,width,roads,narrow,negative,country lane,country lanes,low,country lane,1,51288,15093824
workerid_0408,23,length,readings,long,positive,story,stories,medium,story,1,115510308,8678675
workerid_0408,57,size,appliances,small,negative,oven,ovens,medium,oven,1,3443150,23847029
workerid_0408,36,loudness_n,places,quiet,negative,village,villages,low,village,1,6997181,51698261
workerid_0408,70,strength,paints,weak,negative,watercolor,watercolors,low,watercolor,1,567707,3617496
workerid_0408,64,speed,pets,slow,negative,cat,cats,medium,cat,1,15738388,26155002
workerid_0408,25,length,entertainment,short,negative,documentary,documentaries,medium,documentary,1,1741319,111395809
workerid_0408,20,height,trees,tall,positive,bonsai tree,bonsai trees,low,trees,0,154424,27379426
workerid_0408,45,price,bracelets,expensive,positive,gold,gold bracelets,high,gold,1,166222,6784458
workerid_0408,58,size,dogs,small,negative,chihuahua,chihuahuas,low,chihuahua,1,164502,28409576
workerid_0408,66,speed_f,aircrafts,fast,positive,helicopter,helicopters,medium,helicopter,1,2682275,237522
workerid_0408,10,hardness,candies,soft,negative,jolly rancher,jollies,high,jolly rancher,1,40797,1298890
workerid_0408,59,speed,people,fast,positive,jogger,joggers,medium,jogger,1,260504,480323270
workerid_0408,30,loudness_n,venues,quiet,negative,conference center,conference centers,medium,conference center,1,227905,9389442
workerid_0408,40,loudness,guitars,loud,positive,bass guitar,bass guitars,high,guitars,0,445282,7278585
workerid_0408,85,weight,fruit,heavy,positive,watermelon,watermelons,high,watermelon,1,190836,22768964
workerid_0408,9,hardness,vegetables,soft,negative,cucumber,cucumbers,high,cucumber,1,463636,9067552
workerid_0408,54,size,fruit,big,positive,peach,peaches,medium,peach,1,1484097,22768964
workerid_0408,69,strength,athletes,weak,negative,wrestler,wrestlers,high,wrestler,1,772270,7268360
workerid_0409,81,weight,furniture,light,negative,chair,chairs,medium,chair,1,15833441,67400151
workerid_0409,6,darkness,flowers,dark,negative,dahlia,dahlias,low,dahlia,1,135476,58380229
workerid_0409,23,length,readings,long,positive,story,stories,medium,story,1,115510308,8678675
workerid_0409,33,loudness_n,birds,loud,positive,finch,finches,low,finch,1,280095,19695831
workerid_0409,68,strength,storms,strong,positive,hurricane,hurricanes,high,hurricane,1,3785008,3614108
workerid_0409,79,weight,people,heavy,positive,baby,babies,low,baby,1,13073168,480323270
workerid_0409,33,loudness_n,birds,quiet,negative,rooster,roosters,high,rooster,1,328337,19695831
workerid_0409,40,loudness,guitars,loud,positive,bass guitar,bass guitars,high,bass guitar,1,445282,7278585
workerid_0409,70,strength,paints,weak,negative,wall paint,wall paints,medium,wall paint,1,3469,3617496
workerid_0409,4,darkness,times of day,light,positive,night,nights,low,night,1,21265731,99907
workerid_0409,63,speed_f,boats,fast,positive,sailboat,sailboats,medium,sailboat,1,498658,15603129
workerid_0409,44,price,spices,cheap,negative,salt,salts,low,salt,1,2145134,2836609
workerid_0409,69,strength,athletes,weak,negative,wrestler,wrestlers,high,wrestler,1,772270,7268360
workerid_0409,85,weight,fruit,heavy,positive,watermelon,watermelons,high,watermelon,1,190836,22768964
workerid_0409,46,price,clothes,cheap,negative,coat,coats,medium,coat,1,4107452,27039649
workerid_0409,66,speed_f,aircrafts,fast,positive,helicopter,helicopters,medium,helicopter,1,2682275,237522
workerid_0409,19,height,people,tall,positive,golfer,golfers,medium,golfer,1,1664649,480323270
workerid_0409,58,size,dogs,big,positive,chihuahua,chihuahuas,low,chihuahua,1,164502,28409576
workerid_0409,49,price,alcoholic drinks,expensive,positive,bottle of top-shelf liquor,liquors,high,bottle of top-shelf liquor,1,518686,377118
workerid_0409,88,width,waterways,wide,positive,stream,streams,medium,stream,1,8883635,1843915
workerid_0409,13,hardness,materials,soft,negative,plastic,plastic,medium,plastic,1,35423760,83903351
workerid_0409,28,length,audios,short,negative,song,songs,low,song,1,49286341,313133
workerid_0409,6,darkness,flowers,light,positive,rose,roses,medium,rose,1,13588663,58380229
workerid_0409,38,loudness,birds,quiet,negative,mockingbird,mockingbirds,high,mockingbird,1,39837,19695831
workerid_0409,48,price,meat,cheap,negative,steak,steaks,high,steak,1,1646745,17654214
workerid_0409,73,temperature_h,drinks,cold,negative,milkshake,milkshakes,low,milkshake,1,99722,11137329
workerid_0409,44,price,spices,expensive,positive,saffron,saffron,high,saffron,1,939951,2836609
workerid_0409,55,size,fish,small,negative,shark,sharks,high,shark,1,3302971,52768568
workerid_0409,62,speed_f,vehicles,fast,positive,truck,trucks,low,truck,1,13809070,37254742
workerid_0409,71,strength,walls,weak,negative,mansion,mansions,high,walls,0,797050,14838230
workerid_0409,19,height,people,short,negative,golfer,golfers,medium,golfer,1,1664649,480323270
workerid_0409,30,loudness_n,venues,noisy,positive,church,churches,low,church,1,13467005,9389442
workerid_0409,29,loudness,concerts,quiet,negative,choral concert,choirs,low,concerts,0,680332,8711738
workerid_0409,9,hardness,vegetables,soft,negative,tomato,tomatoes,medium,tomato,1,5924980,9067552
workerid_0409,16,height,buildings,short,negative,strip mall,strip malls,low,strip mall,1,60063,27623285
workerid_0410,80,weight,electronic devices,light,negative,laptop,laptops,medium,laptop,1,22190037,631257
workerid_0410,62,speed_f,vehicles,slow,negative,motorcycle,motorcycles,high,vehicles,0,5752821,37254742
workerid_0410,71,strength,walls,weak,negative,mansion,mansions,high,walls,0,797050,14838230
workerid_0410,14,hardness,furniture,hard,positive,blanket,blankets,medium,blanket,1,4386506,67400151
workerid_0410,75,temperature_h,locations,warm,positive,freezer,freezers,low,freezer,1,2253962,58471896
workerid_0410,68,strength,storms,strong,positive,hurricane,hurricanes,high,hurricane,1,3785008,3614108
workerid_0410,43,price,shoes,expensive,positive,boots,boots,high,boots,1,18970389,80761516
workerid_0410,66,speed_f,aircrafts,fast,positive,helicopter,helicopters,medium,helicopter,1,2682275,237522
workerid_0410,36,loudness_n,places,noisy,positive,village,villages,low,village,1,6997181,51698261
workerid_0410,60,speed,animals,slow,negative,sloth,sloths,low,animals,0,57052,58179731
workerid_0410,81,weight,furniture,light,negative,chair,chairs,medium,furniture,0,15833441,67400151
workerid_0410,44,price,spices,expensive,positive,saffron,saffron,high,spices,0,939951,2836609
workerid_0410,9,hardness,vegetables,soft,negative,tomato,tomatoes,medium,tomato,1,5924980,9067552
workerid_0410,44,price,spices,cheap,negative,salt,salts,low,salt,1,2145134,2836609
workerid_0410,71,strength,walls,strong,positive,condo,condos,medium,walls,0,5467369,14838230
workerid_0410,36,loudness_n,places,quiet,negative,village,villages,low,village,1,6997181,51698261
workerid_0410,15,height,animals,short,negative,penguin,penguins,low,penguin,1,2550463,58179731
workerid_0410,46,price,clothes,cheap,negative,coat,coats,medium,coat,1,4107452,27039649
workerid_0410,51,size,plants,big,positive,flower,flowers,low,flower,1,58380229,35939932
workerid_0410,27,length,races,long,positive,sprinting race,sprints,low,sprinting race,1,444674,9715279
workerid_0410,47,price,berries,expensive,positive,boysenberries,boysenberries,high,berries,0,12484,1879643
workerid_0410,48,price,meat,expensive,positive,steak,steaks,high,steak,1,1646745,17654214
workerid_0410,76,temperature_h,places,cold,negative,sauna,saunas,high,places,0,934002,51698261
workerid_0410,62,speed_f,vehicles,slow,negative,car,cars,medium,car,1,109722086,37254742
workerid_0410,39,loudness_n,boats,loud,positive,rowboat,rowboats,low,rowboat,1,42015,15603129
workerid_0410,73,temperature_h,drinks,cold,negative,milkshake,milkshakes,low,milkshake,1,99722,11137329
workerid_0410,56,size,vehicles,big,positive,sedan,sedans,medium,vehicles,0,665446,37254742
workerid_0412,66,speed_f,aircrafts,fast,positive,plane,planes,high,plane,1,6448506,237522
workerid_0412,58,size,dogs,big,positive,chihuahua,chihuahuas,low,chihuahua,1,164502,28409576
workerid_0412,28,length,audios,short,negative,song,songs,low,song,1,49286341,313133
workerid_0412,42,price,rentals,cheap,negative,villa,villas,high,villa,1,9561875,61539717
workerid_0412,34,loudness_n,instruments,quiet,negative,horn,horns,high,horn,1,2427037,48493077
workerid_0412,86,width,animal dens,wide,positive,fox den,fox dens,medium,fox den,1,1610,324
workerid_0412,29,loudness,concerts,quiet,negative,choral concert,choirs,low,choral concert,1,680332,8711738
workerid_0412,85,weight,fruit,heavy,positive,watermelon,watermelons,high,watermelon,1,190836,22768964
workerid_0412,60,speed,animals,slow,negative,sloth,sloths,low,sloth,1,57052,58179731
workerid_0412,85,weight,fruit,heavy,positive,plum,plums,low,plum,1,496751,22768964
workerid_0412,66,speed_f,aircrafts,fast,positive,helicopter,helicopters,medium,helicopter,1,2682275,237522
workerid_0412,30,loudness_n,venues,noisy,positive,church,churches,low,church,1,13467005,9389442
workerid_0412,78,weight,animals,light,negative,fish,fish,low,fish,1,52768568,58179731
workerid_0412,62,speed_f,vehicles,slow,negative,car,cars,medium,car,1,109722086,37254742
workerid_0412,28,length,audios,long,positive,song,songs,low,song,1,49286341,313133
workerid_0412,36,loudness_n,places,noisy,positive,village,villages,low,village,1,6997181,51698261
workerid_0412,65,speed,people,quick,positive,adult,adults,high,adult,1,32847475,480323270
workerid_0412,59,speed,people,fast,positive,jogger,joggers,medium,jogger,1,260504,480323270
workerid_0412,38,loudness,birds,quiet,negative,mockingbird,mockingbirds,high,mockingbird,1,39837,19695831
workerid_0412,61,speed,cookware,quick,positive,frying pan,frying pans,medium,frying pan,1,71800,3617598
workerid_0412,58,size,dogs,small,negative,chihuahua,chihuahuas,low,chihuahua,1,164502,28409576
workerid_0412,44,price,spices,cheap,negative,salt,salts,low,salt,1,2145134,2836609
workerid_0412,68,strength,storms,strong,positive,rain shower,rain showers,low,rain shower,1,650392,3614108
workerid_0412,44,price,spices,cheap,negative,garlic,garlic,medium,spices,0,5884664,2836609
workerid_0412,10,hardness,candies,soft,negative,piece of chocolate,chocolates,medium,piece of chocolate,1,3141854,1298890
workerid_0412,43,price,shoes,cheap,negative,sneakers,sneakers,medium,shoes,0,1435693,80761516
workerid_0412,81,weight,furniture,light,negative,chair,chairs,medium,chair,1,15833441,67400151
workerid_0412,2,darkness,paint,dark,negative,white paint,white paints,high,paint,0,1447,21928120
workerid_0412,55,size,fish,big,positive,shark,sharks,high,shark,1,3302971,52768568
workerid_0412,33,loudness_n,birds,quiet,negative,rooster,roosters,high,rooster,1,328337,19695831
workerid_0412,40,loudness,guitars,loud,positive,bass guitar,bass guitars,high,guitars,0,445282,7278585
workerid_0412,44,price,spices,expensive,positive,saffron,saffron,high,saffron,1,939951,2836609
workerid_0412,89,width,roads,wide,positive,street,streets,medium,street,1,15936688,15093824
workerid_0413,55,size,fish,big,positive,shark,sharks,high,shark,1,3302971,52768568
workerid_0413,71,strength,walls,strong,positive,condo,condos,medium,walls,0,5467369,14838230
workerid_0413,19,height,people,short,negative,golfer,golfers,medium,people,0,1664649,480323270
workerid_0413,23,length,readings,long,positive,story,stories,medium,story,1,115510308,8678675
workerid_0413,73,temperature_h,drinks,cold,negative,milkshake,milkshakes,low,drinks,0,99722,11137329
workerid_0413,43,price,shoes,expensive,positive,boots,boots,high,boots,1,18970389,80761516
workerid_0413,54,size,fruit,big,positive,kumquat,kumquats,low,kumquat,1,23947,22768964
workerid_0413,89,width,roads,wide,positive,street,streets,medium,street,1,15936688,15093824
workerid_0413,76,temperature_h,places,cold,negative,sauna,saunas,high,sauna,1,934002,51698261
workerid_0413,64,speed,pets,slow,negative,cat,cats,medium,pets,0,15738388,26155002
workerid_0413,28,length,audios,short,negative,song,songs,low,song,1,49286341,313133
workerid_0413,69,strength,athletes,weak,negative,wrestler,wrestlers,high,wrestler,1,772270,7268360
workerid_0413,19,height,people,tall,positive,golfer,golfers,medium,people,0,1664649,480323270
workerid_0413,62,speed_f,vehicles,slow,negative,car,cars,medium,car,1,109722086,37254742
workerid_0413,13,hardness,materials,soft,negative,plastic,plastic,medium,plastic,1,35423760,83903351
workerid_0413,15,height,animals,short,negative,penguin,penguins,low,penguin,1,2550463,58179731
workerid_0413,25,length,entertainment,short,negative,sitcom,sitcoms,low,sitcom,1,479686,111395809
workerid_0413,47,price,berries,expensive,positive,boysenberries,boysenberries,high,berries,0,12484,1879643
workerid_0413,70,strength,paints,weak,negative,watercolor,watercolors,low,watercolor,1,567707,3617496
workerid_0413,54,size,fruit,big,positive,peach,peaches,medium,peach,1,1484097,22768964
workerid_0413,34,loudness_n,instruments,quiet,negative,horn,horns,high,horn,1,2427037,48493077
workerid_0413,9,hardness,vegetables,soft,negative,tomato,tomatoes,medium,vegetables,0,5924980,9067552
workerid_0413,51,size,plants,big,positive,flower,flowers,low,flower,1,58380229,35939932
workerid_0413,45,price,bracelets,expensive,positive,gold,gold bracelets,high,bracelets,0,166222,6784458
workerid_0413,28,length,audios,long,positive,song,songs,low,song,1,49286341,313133
workerid_0413,72,temperature,food,cold,negative,soup,soups,high,food,0,2141445,180152837
workerid_0413,67,strength,people,strong,positive,child,children,low,child,1,206543771,480323270
workerid_0414,23,length,readings,long,positive,story,stories,medium,story,1,115510308,8678675
workerid_0414,48,price,meat,expensive,positive,steak,steaks,high,steak,1,1646745,17654214
workerid_0414,2,darkness,paint,dark,negative,white paint,white paints,high,paint,0,1447,21928120
workerid_0414,58,size,dogs,big,positive,chihuahua,chihuahuas,low,chihuahua,1,164502,28409576
workerid_0414,17,height,people,tall,positive,teenager,teenagers,medium,teenager,1,4979216,480323270
workerid_0414,30,loudness_n,venues,noisy,positive,church,churches,low,church,1,13467005,9389442
workerid_0414,69,strength,athletes,strong,positive,wrestler,wrestlers,high,wrestler,1,772270,7268360
workerid_0414,29,loudness,concerts,quiet,negative,choral concert,choirs,low,concerts,0,680332,8711738
workerid_0414,47,price,berries,expensive,positive,boysenberries,boysenberries,high,berries,0,12484,1879643
workerid_0414,6,darkness,flowers,light,positive,rose,roses,medium,rose,1,13588663,58380229
workerid_0414,81,weight,furniture,light,negative,chair,chairs,medium,chair,1,15833441,67400151
workerid_0414,14,hardness,furniture,hard,positive,blanket,blankets,medium,blanket,1,4386506,67400151
workerid_0414,68,strength,storms,strong,positive,rain shower,rain showers,low,rain shower,1,650392,3614108
workerid_0414,44,price,spices,cheap,negative,salt,salts,low,salt,1,2145134,2836609
workerid_0414,23,length,readings,long,positive,novel,novels,high,novel,1,7525142,8678675
workerid_0414,71,strength,walls,weak,negative,mansion,mansions,high,walls,0,797050,14838230
workerid_0414,43,price,shoes,cheap,negative,sneakers,sneakers,medium,sneakers,1,1435693,80761516
workerid_0414,81,weight,furniture,light,negative,couch,couches,high,couch,1,478444,67400151
workerid_0414,16,height,buildings,short,negative,strip mall,strip malls,low,strip mall,1,60063,27623285
workerid_0414,7,darkness,dogs,light,positive,poodle,poodles,high,poodle,1,255182,28409576
workerid_0414,19,height,people,short,negative,golfer,golfers,medium,golfer,1,1664649,480323270
workerid_0414,44,price,spices,expensive,positive,saffron,saffron,high,spices,0,939951,2836609
workerid_0414,30,loudness_n,venues,quiet,negative,conference center,conference centers,medium,conference center,1,227905,9389442
workerid_0414,25,length,entertainment,short,negative,sitcom,sitcoms,low,sitcom,1,479686,111395809
workerid_0414,88,width,waterways,wide,positive,stream,streams,medium,stream,1,8883635,1843915
workerid_0414,25,length,entertainment,short,negative,documentary,documentaries,medium,documentary,1,1741319,111395809
workerid_0414,70,strength,paints,strong,positive,watercolor,watercolors,low,watercolor,1,567707,3617496
workerid_0414,31,loudness_n,pets,loud,positive,fish,fish,low,fish,1,52768568,26155002
workerid_0414,58,size,dogs,small,negative,chihuahua,chihuahuas,low,dogs,0,164502,28409576
workerid_0414,27,length,races,long,positive,sprinting race,sprints,low,sprinting race,1,444674,9715279
workerid_0414,10,hardness,candies,soft,negative,jolly rancher,jollies,high,jolly rancher,1,40797,1298890
workerid_0414,70,strength,paints,weak,negative,watercolor,watercolors,low,watercolor,1,567707,3617496
workerid_0414,33,loudness_n,birds,quiet,negative,rooster,roosters,high,rooster,1,328337,19695831
workerid_0415,21,length,dogs,short,negative,dachshund,dachshunds,high,dogs,0,116109,28409576
workerid_0415,54,size,fruit,small,negative,watermelon,watermelons,high,watermelon,1,190836,22768964
workerid_0415,62,speed_f,vehicles,slow,negative,truck,trucks,low,vehicles,0,13809070,37254742
workerid_0415,51,size,plants,small,negative,tree,trees,high,tree,1,27379426,35939932
workerid_0415,79,weight,people,heavy,positive,adult,adults,high,adult,1,32847475,480323270
workerid_0415,8,darkness,animals,dark,negative,jaguar,jaguars,high,jaguar,1,1285032,58179731
workerid_0415,85,weight,fruit,light,negative,orange,oranges,medium,orange,1,1523633,22768964
workerid_0415,9,hardness,vegetables,hard,positive,tomato,tomatoes,medium,tomato,1,5924980,9067552
workerid_0415,19,height,people,tall,positive,basketball player,basketball players,high,people,0,174833,480323270
workerid_0415,12,hardness,fruit,soft,negative,banana,bananas,low,banana,1,1891241,22768964
workerid_0415,65,speed,people,slow,negative,adult,adults,high,adult,1,32847475,480323270
workerid_0415,71,strength,walls,weak,negative,tent,tents,low,tent,1,3850460,14838230
workerid_0415,39,loudness_n,boats,quiet,negative,powerboat,powerboats,high,boats,0,196244,15603129
workerid_0415,77,temperature_h,food,hot,positive,smoothie,smoothies,low,smoothie,1,457222,180152837
workerid_0415,36,loudness_n,places,noisy,positive,town,towns,medium,town,1,13337599,51698261
workerid_0415,63,speed_f,boats,slow,negative,sailboat,sailboats,medium,boats,0,498658,15603129
workerid_0415,31,loudness_n,pets,loud,positive,cat,cats,medium,cat,1,15738388,26155002
workerid_0415,15,height,animals,short,negative,monkey,monkeys,medium,animals,0,4144229,58179731
workerid_0415,11,hardness,floors,soft,negative,wood,wood floors,medium,floors,0,352083,7863848
workerid_0415,6,darkness,flowers,light,positive,rose,roses,medium,flowers,0,13588663,58380229
workerid_0415,68,strength,storms,strong,positive,rain shower,rain showers,low,rain shower,1,650392,3614108
workerid_0415,26,length,roads,long,positive,highway,highways,high,highway,1,5745573,15093824
workerid_0415,41,price,statues,cheap,negative,plastic,plastic statues,low,statues,0,707,2837498
workerid_0415,13,hardness,materials,hard,positive,cotton,cottons,low,cotton,1,214521,83903351
workerid_0415,34,loudness_n,instruments,quiet,negative,guitar,guitars,medium,instruments,0,7278585,48493077
workerid_0415,23,length,readings,long,positive,novel,novels,high,readings,0,7525142,8678675
workerid_0415,72,temperature,food,warm,positive,salad,salads,medium,salad,1,2387032,180152837
workerid_0416,49,price,alcoholic drinks,cheap,negative,six-pack of beer,beers,low,six-pack of beer,1,2634057,377118
workerid_0416,75,temperature_h,locations,cold,negative,freezer,freezers,low,freezer,1,2253962,58471896
workerid_0416,4,darkness,times of day,dark,negative,night,nights,low,times of day,0,21265731,99907
workerid_0416,70,strength,paints,weak,negative,watercolor,watercolors,low,watercolor,1,567707,3617496
workerid_0416,77,temperature_h,food,cold,negative,smoothie,smoothies,low,smoothie,1,457222,180152837
workerid_0416,87,width,roads,wide,positive,side road,side roads,low,roads,0,35379,15093824
workerid_0416,13,hardness,materials,hard,positive,cotton,cottons,low,cotton,1,214521,83903351
workerid_0416,59,speed,people,fast,positive,walker,walkers,low,walker,1,1526422,480323270
workerid_0416,53,size,insects,big,positive,ant,ants,low,ant,1,2101115,5119814
workerid_0416,62,speed_f,vehicles,fast,positive,truck,trucks,low,truck,1,13809070,37254742
workerid_0416,85,weight,fruit,light,negative,orange,oranges,medium,orange,1,1523633,22768964
workerid_0416,32,loudness_n,venues,quiet,negative,restaurant,restaurants,medium,restaurant,1,58580418,9389442
workerid_0416,66,speed_f,aircrafts,slow,negative,helicopter,helicopters,medium,helicopter,1,2682275,237522
workerid_0416,43,price,shoes,cheap,negative,sneakers,sneakers,medium,sneakers,1,1435693,80761516
workerid_0416,51,size,plants,small,negative,bush,bushes,medium,bush,1,1558141,35939932
workerid_0416,18,height,flowers,tall,positive,tulip,tulips,medium,tulip,1,1149010,58380229
workerid_0416,82,weight,objects,heavy,positive,stick,sticks,medium,stick,1,6395033,33848628
workerid_0416,17,height,people,tall,positive,teenager,teenagers,medium,teenager,1,4979216,480323270
workerid_0416,78,weight,animals,heavy,positive,monkey,monkeys,medium,animals,0,4144229,58179731
workerid_0416,52,size,animals,big,positive,monkey,monkeys,medium,monkey,1,4144229,58179731
workerid_0416,67,strength,people,strong,positive,teenager,teenagers,medium,teenager,1,4979216,480323270
workerid_0416,86,width,animal dens,narrow,negative,bear den,bear dens,high,dens,0,2361,324
workerid_0416,26,length,roads,short,negative,highway,highways,high,highway,1,5745573,15093824
workerid_0416,47,price,berries,cheap,negative,boysenberries,boysenberries,high,boysenberries,1,12484,1879643
workerid_0416,64,speed,pets,slow,negative,rabbit,rabbits,high,rabbit,1,2987957,26155002
workerid_0416,19,height,people,short,negative,basketball player,basketball players,high,basketball player,1,174833,480323270
workerid_0416,31,loudness_n,pets,quiet,negative,parrot,parrots,high,parrot,1,1049654,26155002
workerid_0416,28,length,audios,long,positive,opera,operas,high,opera,1,812910,313133
workerid_0416,38,loudness,birds,loud,positive,mockingbird,mockingbirds,high,birds,0,39837,19695831
workerid_0416,88,width,waterways,wide,positive,river,rivers,high,river,1,11240148,1843915
workerid_0416,25,length,entertainment,long,positive,movie,movies,high,movie,1,182764607,111395809
workerid_0416,73,temperature_h,drinks,hot,positive,coffee,coffee,high,coffee,1,42090859,11137329
workerid_0417,78,weight,animals,light,negative,monkey,monkeys,medium,animals,0,4144229,58179731
workerid_0417,36,loudness_n,places,quiet,negative,town,towns,medium,town,1,13337599,51698261
workerid_0417,6,darkness,flowers,light,positive,dahlia,dahlias,low,dahlia,1,135476,58380229
workerid_0417,88,width,waterways,narrow,negative,river,rivers,high,river,1,11240148,1843915
workerid_0417,24,length,vehicles,short,negative,limousine,limousines,high,limousine,1,15896227,37254742
workerid_0417,75,temperature_h,locations,warm,positive,freezer,freezers,low,freezer,1,2253962,58471896
workerid_0417,5,darkness,writing tools,light,positive,piece of chalk,chalks,high,piece of chalk,1,134762,141108
workerid_0417,83,weight,materials,light,negative,wool,wool,high,wool,1,7657323,83903351
workerid_0417,3,darkness,cakes,light,positive,fruit cake,fruit cakes,medium,fruit cake,1,17124,5565768
workerid_0417,57,size,appliances,small,negative,toaster,toasters,low,toaster,1,882911,23847029
workerid_0417,86,width,animal dens,wide,positive,fox den,fox dens,medium,fox den,1,1610,324
workerid_0417,71,strength,walls,strong,positive,tent,tents,low,tent,1,3850460,14838230
workerid_0417,22,length,pets,short,negative,snake,snakes,high,snake,1,2521893,26155002
workerid_0417,74,temperature,seasons,cold,negative,winter,winter days,low,winter,1,80466,12035578
workerid_0417,11,hardness,floors,soft,negative,wood,wood floors,medium,floors,0,352083,7863848
workerid_0417,73,temperature_h,drinks,cold,negative,juice,juices,medium,drinks,0,1709952,11137329
workerid_0417,35,loudness,people,quiet,negative,adult,adults,low,people,0,32847475,480323270
workerid_0417,26,length,roads,long,positive,street,streets,medium,street,1,15936688,15093824
workerid_0417,68,strength,storms,strong,positive,rain shower,rain showers,low,rain shower,1,650392,3614108
workerid_0417,80,weight,electronic devices,light,negative,cell phone,cell phones,low,cell phone,1,24281813,631257
workerid_0417,15,height,animals,tall,positive,giraffe,giraffes,high,animals,0,260416,58179731
workerid_0417,29,loudness,concerts,loud,positive,choral concert,choirs,low,concerts,0,680332,8711738
workerid_0417,41,price,statues,cheap,negative,plastic,plastic statues,low,plastic,1,707,2837498
workerid_0417,34,loudness_n,instruments,loud,positive,horn,horns,high,horn,1,2427037,48493077
workerid_0417,18,height,flowers,short,negative,sunflower,sunflowers,high,sunflower,1,653916,58380229
