workerid,stim_id,degree,superordinate_pl,adj,adj_polarity,NP_sg,NP_pl,np_expectations,response,specific,subFreq,superFreq
workerid_0024,10,hardness,food,soft,negative,marshmallow,marshmallows,low,food,0,301577,180152837
workerid_0024,81,weight,furniture,light,negative,trash can,trash cans,low,furniture,0,205208,67400151
workerid_0024,24,length,cars,long,positive,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0024,75,temperature_h,rooms,cold,negative,pantry,pantries,medium,rooms,0,105460,65454304
workerid_0024,47,price,fruits,cheap,negative,raspberries,raspberries,medium,fruits,0,543159,7957960
workerid_0024,24,length,trucks,short,negative,pick-up truck,pick up trucks,medium,trucks,0,21984,13809070
workerid_0024,24,length,cars,long,positive,limousine,limousines,high,cars,0,15896227,109722086
workerid_0025,61,speed,stoves,slow,negative,frying pan,frying pans,medium,stoves,0,71800,2147560
workerid_0025,90,width,doors,wide,positive,patio door,patio doors,medium,doors,0,222702,20230179
workerid_0029,7,darkness,coats,dark,negative,spaniel,spaniels,medium,coats,0,195570,4107452
workerid_0030,30,loudness_n,places,noisy,positive,party,parties,high,places,0,52799939,51698261
workerid_0030,74,temperature,days,warm,positive,winter,winter days,low,days,0,80466,305158140
workerid_0031,31,loudness_n,birds,quiet,negative,parrot,parrots,high,birds,0,1049654,19695831
workerid_0031,47,price,fruits,cheap,negative,boysenberries,boysenberries,high,fruits,0,12484,7957960
workerid_0031,83,weight,fabrics,light,negative,silk,silks,low,fabrics,0,418180,5153175
workerid_0031,40,loudness,instruments,loud,positive,ukelele,ukeleles,low,instruments,0,11454,48493077
workerid_0031,74,temperature,days,warm,positive,fall,fall days,medium,days,0,12564,305158140
workerid_0031,64,speed,animals,quick,positive,cat,cats,medium,animals,0,15738388,58179731
workerid_0031,41,price,items,expensive,positive,bronze,bronze statues,medium,items,0,53960,330511239
workerid_0031,40,loudness,instruments,loud,positive,bass guitar,bass guitars,high,instruments,0,445282,48493077
workerid_0031,30,loudness_n,rooms,quiet,negative,conference center,conference centers,medium,rooms,0,227905,65454304
workerid_0031,56,size,cars,small,negative,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0032,74,temperature,seasons,warm,positive,fall,fall days,medium,seasons,0,12564,12035578
workerid_0032,41,price,decor,expensive,positive,plastic,plastic statues,low,decor,0,707,12099181
workerid_0032,10,hardness,candies,soft,negative,marshmallow,marshmallows,low,candies,0,301577,1298890
workerid_0032,83,weight,materials,light,negative,silk,silks,low,materials,0,418180,83903351
workerid_0032,72,temperature,desserts,cold,negative,ice cream,ice cream,low,desserts,0,6277647,3720781
workerid_0033,40,loudness,instruments,loud,positive,ukelele,ukeleles,low,instruments,0,11454,48493077
workerid_0033,90,width,furniture,wide,positive,front gate,front gates,high,furniture,0,16932,67400151
workerid_0033,83,weight,fabrics,light,negative,cotton,cottons,medium,fabrics,0,214521,5153175
workerid_0033,83,weight,fabrics,heavy,positive,silk,silks,low,fabrics,0,418180,5153175
workerid_0033,30,loudness_n,rooms,noisy,positive,conference center,conference centers,medium,rooms,0,227905,65454304
workerid_0033,47,price,fruits,expensive,positive,strawberries,strawberries,low,fruits,0,1437661,7957960
workerid_0034,24,length,cars,long,positive,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0034,30,loudness_n,places,quiet,negative,conference center,conference centers,medium,places,0,227905,51698261
workerid_0034,40,loudness,instruments,loud,positive,bass guitar,bass guitars,high,instruments,0,445282,48493077
workerid_0034,84,weight,cars,heavy,positive,truck,trucks,high,cars,0,13809070,109722086
workerid_0034,69,strength,people,strong,positive,cyclist,cyclists,medium,people,0,1228897,480323270
workerid_0034,90,width,doors,wide,positive,patio door,patio doors,medium,doors,0,222702,20230179
workerid_0035,56,size,cars,small,negative,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0035,83,weight,fabrics,heavy,positive,wool,wool,high, fabrics,0,7657323,5153175
workerid_0035,86,width,spaces,narrow,negative,bear den,bear dens,high,spaces,0,2361,15662133
workerid_0035,53,size,insects,small,negative,spider,spiders,high,insects,0,2385796,5119814
workerid_0036,41,price,decor,cheap,negative,bronze,bronze statues,medium,decor,0,53960,12099181
workerid_0036,90,width,doors,wide,positive,patio door,patio doors,medium,doors,0,222702,20230179
workerid_0037,83,weight,fabrics,heavy,positive,silk,silks,low,fabrics,0,418180,5153175
workerid_0037,90,width,doors,wide,positive,patio door,patio doors,medium,doors,0,222702,20230179
workerid_0039,31,loudness_n,birds,loud,positive,parrot,parrots,high,birds,0,1049654,19695831
workerid_0039,90,width,furniture,wide,positive,front gate,front gates,high,furniture,0,16932,67400151
workerid_0040,86,width,forests,narrow,negative,bear den,bear dens,high,forests,0,2361,8729753
workerid_0040,89,width,walkways,wide,positive,boulevard,boulevards,high,walkways,0,278244,586893
workerid_0040,81,weight,objects,heavy,positive,chair,chairs,medium,objects,0,15833441,33848628
workerid_0040,32,loudness_n,locations,quiet,negative,library,libraries,low,locations,0,28105939,58471896
workerid_0040,89,width,walkways,narrow,negative,boulevard,boulevards,high,walkways,0,278244,586893
workerid_0040,76,temperature_h,locations,cold,negative,ice rink,ice rinks,low,locations,0,65504,58471896
workerid_0041,56,size,cars,small,negative,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0041,83,weight,fabrics,heavy,positive,wool,wool,high,fabrics,0,7657323,5153175
workerid_0041,45,price,jewelry,cheap,negative,gold,gold bracelets,high,jewelry,0,166222,72582016
workerid_0041,35,loudness,people,quiet,negative,teenager,teenagers,medium,people,0,4979216,480323270
workerid_0041,33,loudness_n,animals,loud,positive,rooster,roosters,high,animals,0,328337,58179731
workerid_0041,40,loudness,instruments,quiet,negative,ukelele,ukeleles,low,instruments,0,11454,48493077
workerid_0041,83,weight,fabrics,light,negative,silk,silks,low,fabrics,0,418180,5153175
workerid_0041,56,size,cars,small,negative,sedan,sedans,medium,cars,0,665446,109722086
workerid_0041,66,speed_f,vehicles,slow,negative,helicopter,helicopters,medium,vehicles,0,2682275,37254742
workerid_0042,74,temperature,days,warm,positive,winter,winter days,low,days,0,80466,305158140
workerid_0042,41,price,decor,expensive,positive,plastic,plastic statues,low,decor,0,707,12099181
workerid_0042,30,loudness_n,places,noisy,positive,party,parties,high,places,0,52799939,51698261
workerid_0043,74,temperature,days,warm,positive,summer,summer days,high,days,0,229054,305158140
workerid_0043,41,price,decor,expensive,positive,plastic,plastic statues,low,decor,0,707,12099181
workerid_0043,4,darkness,nights,dark,negative,dusk,dusks,medium,nights,0,3542,21265731
workerid_0043,41,price,decor,expensive,positive,bronze,bronze statues,medium,decor,0,53960,12099181
workerid_0045,83,weight,fabrics,light,negative,silk,silks,low,fabrics,0,418180,5153175
workerid_0046,31,loudness_n,pets,quiet,negative,cat,cats,medium,pets,0,15738388,26155002
workerid_0046,29,loudness,concerts,loud,positive,rock concert,rock concerts,high,concerts,0,67033,8711738
workerid_0046,62,speed_f,cars,slow,negative,truck,trucks,low,cars,0,13809070,109722086
workerid_0046,59,speed,runners,fast,positive,jogger,joggers,medium,runners,0,260504,3917217
workerid_0046,90,width,furniture,wide,positive,front gate,front gates,high,furniture,0,16932,67400151
workerid_0046,74,temperature,days,cold,negative,winter,winter days,low,days,0,80466,305158140
workerid_0046,47,price,fruits,cheap,negative,strawberries,strawberries,low,fruits,0,1437661,7957960
workerid_0046,38,loudness,places,quiet,negative,woodpecker,woodpeckers,medium,places,0,219083,51698261
workerid_0046,38,loudness,areas,quiet,negative,mockingbird,mockingbirds,high,areas,0,39837,121988686
workerid_0046,88,width,rivers,wide,positive,stream,streams,medium,rivers,0,8883635,11240148
workerid_0048,90,width,gates,wide,positive,front gate,front gates,high,gates,0,16932,10736908
workerid_0048,83,weight,items,light,negative,wool,wool,high,items,0,7657323,330511239
workerid_0048,24,length,cars,long,positive,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0049,10,hardness,food,soft,negative,marshmallow,marshmallows,low,food,0,301577,180152837
workerid_0049,24,length,trucks,long,positive,pick-up truck,pick up trucks,medium,trucks,0,21984,13809070
workerid_0049,24,length,trucks,short,negative,pick-up truck,pick up trucks,medium,trucks,0,21984,13809070
workerid_0049,7,darkness,coats,dark,negative,poodle,poodles,high,coats,0,255182,4107452
workerid_0049,74,temperature,days,warm,positive,winter,winter days,low,days,0,80466,305158140
workerid_0050,40,loudness,instruments,quiet,negative,ukelele,ukeleles,low,instruments,0,11454,48493077
workerid_0050,44,price,spices,expensive,positive,garlic,garlic,medium,spices,0,5884664,2836609
workerid_0050,69,strength,people,weak,negative,cyclist,cyclists,medium,people,0,1228897,480323270
workerid_0050,56,size,cars,small,negative,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0052,30,loudness_n,places,noisy,positive,party,parties,high,places,0,52799939,51698261
workerid_0052,7,darkness,coats,light,positive,pitbull,pitbulls,low,coats,0,100803,4107452
workerid_0053,26,length,streets,short,negative,alley,alleys,low,streets,0,546265,15936688
workerid_0053,33,loudness_n,bird sounds,loud,positive,crow,crows,medium,bird sounds,0,1295877,18961
workerid_0054,65,speed,walkers,slow,negative,elderly person,elderly people,low,walkers,0,534085,1526422
workerid_0054,74,temperature,days,warm,positive,fall,fall days,medium,days,0,12564,305158140
workerid_0054,24,length,cars,short,negative,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0054,9,hardness,food,soft,negative,mushroom,mushrooms,low,food,0,3134851,180152837
workerid_0055,41,price,decor,expensive,positive,plastic,plastic statues,low,decor,0,707,12099181
workerid_0055,62,speed_f,cars,fast,positive,truck,trucks,low,cars,0,13809070,109722086
workerid_0055,32,loudness_n,venues,quiet,negative,restaurant,restaurants,medium,venues,0,58580418,9389442
workerid_0055,74,temperature,seasons,warm,positive,summer,summer days,high,seasons,0,229054,12035578
workerid_0055,64,speed,animals,slow,negative,turtle,turtles,low,animals,0,2572647,58179731
workerid_0055,30,loudness_n,locations,noisy,positive,conference center,conference centers,medium,locations,0,227905,58471896
workerid_0056,77,temperature_h,food,hot,positive,chocolate fondue,chocolate fondues,high,food,0,1783,180152837
workerid_0056,37,loudness_n,cars,quiet,negative,electric car,electric cars,low,cars,0,171936,109722086
workerid_0056,31,loudness_n,birds,loud,positive,parrot,parrots,high,birds,0,1049654,19695831
workerid_0057,24,length,cars,long,positive,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0057,70,strength,colors,strong,positive,wall paint,wall paints,medium,colors,0,3469,27913613
workerid_0057,37,loudness_n,cars,loud,positive,electric car,electric cars,low,cars,0,171936,109722086
workerid_0057,74,temperature,days,cold,negative,winter,winter days,low,days,0,80466,305158140
workerid_0057,74,temperature,days,cold,negative,fall,fall days,medium,days,0,12564,305158140
workerid_0058,37,loudness_n,cars,quiet,negative,electric car,electric cars,low,cars,0,171936,109722086
workerid_0058,5,darkness,scripts,dark,negative,piece of chalk,chalks,high,scripts,0,134762,17337654
workerid_0059,74,temperature,days,warm,positive,fall,fall days,medium,days,0,12564,305158140
workerid_0059,56,size,cars,small,negative,sedan,sedans,medium,cars,0,665446,109722086
workerid_0060,38,loudness,animals,loud,positive,owl,owls,low,animals,0,2208765,58179731
workerid_0060,77,temperature_h,food,cold,negative,chocolate fondue,chocolate fondues,high,food,0,1783,180152837
workerid_0060,76,temperature_h,locations,cold,negative,ice rink,ice rinks,low,locations,0,65504,58471896
workerid_0060,47,price,fruits,cheap,negative,boysenberries,boysenberries,high,fruits,0,12484,7957960
workerid_0060,5,darkness,papers,dark,negative,pen,pens,medium,papers,0,5794539,51025238
workerid_0061,67,strength,people,weak,negative,adult,adults,high,people,0,32847475,480323270
workerid_0061,44,price,products,expensive,positive,saffron,saffron,high,products,0,939951,414385829
workerid_0061,47,price,fruits,cheap,negative,raspberries,raspberries,medium,fruits,0,543159,7957960
workerid_0061,7,darkness,coats,light,positive,pitbull,pitbulls,low,coats,0,100803,4107452
workerid_0061,74,temperature,days,cold,negative,winter,winter days,low,days,0,80466,305158140
workerid_0061,40,loudness,instruments,loud,positive,ukelele,ukeleles,low,instruments,0,11454,48493077
workerid_0062,40,loudness,instruments,quiet,negative,ukelele,ukeleles,low,instruments,0,11454,48493077
workerid_0062,56,size,cars,small,negative,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0062,24,length,cars,short,negative,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0062,87,width,streets,wide,positive,downtown street,downtown streets,medium,streets,0,28751,15936688
workerid_0062,45,price,jewelry,expensive,positive,metal,metal bracelets,medium,jewelry,0,5274,72582016
workerid_0062,30,loudness_n,rooms,noisy,positive,conference center,conference centers,medium,rooms,0,227905,65454304
workerid_0062,81,weight,objects,heavy,positive,chair,chairs,medium,objects,0,15833441,33848628
workerid_0062,86,width,animal dens,narrow,negative,bear den,bear dens,high,dens,0,2361,324
workerid_0062,76,temperature_h,rooms,hot,positive,sauna,saunas,high,rooms,0,934002,65454304
workerid_0062,77,temperature_h,food,hot,positive,chocolate fondue,chocolate fondues,high,food,0,1783,180152837
workerid_0063,70,strength,colors,strong,positive,oil paint,oil paints,high,colors,0,76465,27913613
workerid_0063,30,loudness_n,places,quiet,negative,church,churches,low,places,0,13467005,51698261
workerid_0063,18,height,plants,short,negative,sunflower,sunflowers,high,plants,0,653916,35939932
workerid_0063,70,strength,colors,strong,positive,wall paint,wall paints,medium,colors,0,3469,27913613
workerid_0063,39,loudness_n,boats,loud,positive,sailboat,sailboats,medium,boats,0,498658,15603129
workerid_0063,80,weight,electronics,light,negative,printer,printers,high,electronics,0,26823567,104231690
workerid_0063,72,temperature,desserts,warm,positive,ice cream,ice cream,low,desserts,0,6277647,3720781
workerid_0064,90,width,furniture,wide,positive,back door,back doors,low,furniture,0,70114,67400151
workerid_0064,47,price,fruits,expensive,positive,raspberries,raspberries,medium,fruits,0,543159,7957960
workerid_0064,75,temperature_h,rooms,warm,positive,pantry,pantries,medium,rooms,0,105460,65454304
workerid_0065,64,speed,animals,slow,negative,turtle,turtles,low,animals,0,2572647,58179731
workerid_0065,24,length,cars,short,negative,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0065,89,width,streets,narrow,negative,boulevard,boulevards,high,streets,0,278244,15936688
workerid_0066,87,width,streets,wide,positive,downtown street,downtown streets,medium,streets,0,28751,15936688
workerid_0066,26,length,routes,long,positive,highway,highways,high,routes,0,5745573,9616739
workerid_0066,37,loudness_n,cars,quiet,negative,electric car,electric cars,low,cars,0,171936,109722086
workerid_0066,66,speed_f,vehicles,fast,positive,helicopter,helicopters,medium,vehicles,0,2682275,37254742
workerid_0066,89,width,streets,wide,positive,boulevard,boulevards,high,streets,0,278244,15936688
workerid_0066,13,hardness,objects,soft,negative,cotton,cottons,low,objects,0,214521,33848628
workerid_0067,37,loudness_n,cars,quiet,negative,electric car,electric cars,low,cars,0,171936,109722086
workerid_0067,30,loudness_n,places,noisy,positive,party,parties,high,places,0,52799939,51698261
workerid_0067,77,temperature_h,food,hot,positive,chocolate fondue,chocolate fondues,high,food,0,1783,180152837
workerid_0067,26,length,roads,short,negative,highway,highways,high,roads,0,5745573,15093824
workerid_0067,83,weight,materials,heavy,positive,wool,wool,high,materials,0,7657323,83903351
workerid_0067,90,width,doors,wide,positive,patio door,patio doors,medium,doors,0,222702,20230179
workerid_0068,10,hardness,food,soft,negative,marshmallow,marshmallows,low,food,0,301577,180152837
workerid_0068,83,weight,fabrics,heavy,positive,silk,silks,low,fabrics,0,418180,5153175
workerid_0068,90,width,furniture,wide,positive,patio door,patio doors,medium, furnitures,0,222702,67400151
workerid_0070,29,loudness,music,loud,positive,rock concert,rock concerts,high,music,0,67033,414072994
workerid_0070,6,darkness,bouquets,light,positive,daisy,daisies,high,bouquets,0,807181,2237840
workerid_0070,76,temperature_h,rooms,hot,positive,sauna,saunas,high,rooms,0,934002,65454304
workerid_0071,88,width,banks,narrow,negative,stream,streams,medium,banks,0,8883635,30584319
workerid_0071,6,darkness,bouquets,light,positive,daisy,daisies,high,bouquets,0,807181,2237840
workerid_0072,64,speed,animals,slow,negative,rabbit,rabbits,high,animals,0,2987957,58179731
workerid_0072,56,size,cars,small,negative,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0072,30,loudness_n,places,quiet,negative,church,churches,low,places,0,13467005,51698261
workerid_0072,24,length,cars,short,negative,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0072,37,loudness_n,cars,loud,positive,electric car,electric cars,low,cars,0,171936,109722086
workerid_0073,83,weight,materials,light,negative,cotton,cottons,medium,materials,0,214521,83903351
workerid_0073,90,width,doors,narrow,negative,patio door,patio doors,medium,doors,0,222702,20230179
workerid_0073,75,temperature_h,areas,warm,positive,pantry,pantries,medium,areas,0,105460,121988686
workerid_0074,67,strength,boxes,weak,negative,child,children,low,boxes,0,206543771,25790443
workerid_0074,54,size,vegetables,small,negative,kumquat,kumquats,low,vegetables,0,23947,9067552
workerid_0074,30,loudness_n,places,noisy,positive,conference center,conference centers,medium,places,0,227905,51698261
workerid_0074,47,price,fruits,expensive,positive,strawberries,strawberries,low,fruits,0,1437661,7957960
workerid_0074,37,loudness_n,cars,loud,positive,electric car,electric cars,low,cars,0,171936,109722086
workerid_0074,24,length,cars,short,negative,limousine,limousines,high,cars,0,15896227,109722086
workerid_0075,35,loudness,rooms,quiet,negative,adult,adults,low,rooms,0,32847475,65454304
workerid_0075,5,darkness,scripts,dark,negative,pen,pens,medium,scripts,0,5794539,17337654
workerid_0075,13,hardness,things,hard,positive,plastic,plastic,medium,things,0,35423760,147983507
workerid_0075,47,price,fruits,expensive,positive,strawberries,strawberries,low,fruits,0,1437661,7957960
workerid_0075,3,darkness,desserts,light,positive,cheesecake,cheesecakes,high,desserts,0,267986,3720781
workerid_0075,76,temperature_h,weather,hot,positive,ice rink,ice rinks,low,weather,0,65504,103332440
workerid_0075,70,strength,paintings,weak,negative,oil paint,oil paints,high,paintings,0,76465,10907227
workerid_0076,24,length,trucks,short,negative,pick-up truck,pick up trucks,medium,trucks,0,21984,13809070
workerid_0076,7,darkness,coats,dark,negative,poodle,poodles,high,coats,0,255182,4107452
workerid_0076,90,width,gates,wide,positive,front gate,front gates,high,gates,0,16932,10736908
workerid_0077,83,weight,fabrics,light,negative,cotton,cottons,medium, fabrics,0,214521,5153175
workerid_0077,90,width,furniture,wide,positive,patio door,patio doors,medium,furniture,0,222702,67400151
workerid_0078,56,size,cars,big,positive,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0079,65,speed,walkers,quick,positive,adult,adults,high,walkers,0,32847475,1526422
workerid_0079,56,size,cars,big,positive,sedan,sedans,medium,cars,0,665446,109722086
workerid_0079,40,loudness,string instruments,quiet,negative,ukelele,ukeleles,low,string instruments,0,11454,123928
workerid_0080,73,temperature_h,liquids,hot,positive,coffee,coffee,high,liquids,0,42090859,2327187
workerid_0081,47,price,fruits,expensive,positive,boysenberries,boysenberries,high,fruits,0,12484,7957960
workerid_0081,87,width,streets,narrow,negative,downtown street,downtown streets,medium,streets,0,28751,15936688
workerid_0081,24,length,trucks,short,negative,pick-up truck,pick up trucks,medium,trucks,0,21984,13809070
workerid_0081,55,size,birds,big,positive,herring,herrings,low,birds,0,137142,19695831
workerid_0082,38,loudness,places,quiet,negative,mockingbird,mockingbirds,high,places,0,39837,51698261
workerid_0082,90,width,gates,wide,positive,front gate,front gates,high,gates,0,16932,10736908
workerid_0084,83,weight,fabrics,light,negative,wool,wool,high,fabrics,0,7657323,5153175
workerid_0084,37,loudness_n,cars,loud,positive,electric car,electric cars,low,cars,0,171936,109722086
workerid_0084,42,price,rentals,expensive,positive,villa,villas,high,rentals,0,9561875,61539717
workerid_0084,81,weight,items,heavy,positive,trash can,trash cans,low,items,0,205208,330511239
workerid_0084,74,temperature,days,warm,positive,summer,summer days,high,days,0,229054,305158140
workerid_0084,77,temperature_h,food,hot,positive,muffin,muffins,medium,food,0,1333924,180152837
workerid_0086,74,temperature,days,warm,positive,fall,fall days,medium,days,0,12564,305158140
workerid_0086,56,size,cars,small,negative,sedan,sedans,medium,cars,0,665446,109722086
workerid_0087,45,price,jewelry,cheap,negative,plastic,plastic bracelets,low,jewelry,0,3294,72582016
workerid_0087,75,temperature_h,locations,warm,positive,oven,ovens,high,locations,0,3443150,58471896
workerid_0087,90,width,doors,narrow,negative,back door,back doors,low,doors,0,70114,20230179
workerid_0087,69,strength,people,weak,negative,cyclist,cyclists,medium,people,0,1228897,480323270
workerid_0088,31,loudness_n,birds,quiet,negative,parrot,parrots,high,birds,0,1049654,19695831
workerid_0088,61,speed,stoves,slow,negative,frying pan,frying pans,medium,stoves,0,71800,2147560
workerid_0088,41,price,decor,cheap,negative,bronze,bronze statues,medium,decor,0,53960,12099181
workerid_0088,69,strength,people,strong,positive,wrestler,wrestlers,high,people,0,772270,480323270
workerid_0088,41,price,materials,cheap,negative,plastic,plastic statues,low,materials,0,707,83903351
workerid_0088,68,strength,weather,weak,negative,rain shower,rain showers,low,weather,0,650392,103332440
workerid_0088,64,speed,animals,quick,positive,cat,cats,medium,animals,0,15738388,58179731
workerid_0088,90,width,doors,wide,positive,patio door,patio doors,medium,doors,0,222702,20230179
workerid_0088,56,size,cars,small,negative,sedan,sedans,medium,cars,0,665446,109722086
workerid_0088,81,weight,objects,heavy,positive,trash can,trash cans,low,objects,0,205208,33848628
workerid_0088,41,price,materials,expensive,positive,platinum,platinum statue,high,materials,0,503,83903351
workerid_0089,7,darkness,coats,dark,negative,poodle,poodles,high,coats,0,255182,4107452
workerid_0089,39,loudness_n,lakes,quiet,negative,rowboat,rowboats,low,lakes,0,42015,14947783
workerid_0090,28,length,audios,short,negative,podcast episode,podcast episodes,medium,audios,0,16668,313133
