workerid,stim_id,degree,superordinate_pl,adj,adj_polarity,NP_sg,NP_pl,np_expectations,response,specific,subFreq,superFreq
workerid_0194,90,width,gates,narrow,negative,front gate,front gates,high,gates,0,16932,10736908
workerid_0196,57,size,appliances,small,negative,toaster,toasters,low,appliances,0,882911,23847029
workerid_0196,59,speed,people,fast,positive,jogger,joggers,medium,people,0,260504,480323270
workerid_0196,7,darkness,coats,dark,negative,spaniel,spaniels,medium,coats,0,195570,4107452
workerid_0198,88,width,banks,wide,positive,stream,streams,medium,banks,0,8883635,30584319
workerid_0198,50,price,dinners,cheap,negative,Japanese restaurant,japanese restaurants,high,dinners,0,183928,1868829
workerid_0198,7,darkness,coats,dark,negative,spaniel,spaniels,medium,coats,0,195570,4107452
workerid_0199,61,speed,cookware,slow,negative,frying pan,frying pans,medium,cookware,0,71800,3617598
workerid_0199,33,loudness_n,birds,loud,positive,crow,crows,medium,birds,0,1295877,19695831
workerid_0202,56,size,cars,small,negative,sedan,sedans,medium,cars,0,665446,109722086
workerid_0202,65,speed,walkers,slow,negative,adult,adults,high,walkers,0,32847475,1526422
workerid_0202,90,width,doors,narrow,negative,patio door,patio doors,medium,doors,0,222702,20230179
workerid_0202,65,speed,walkers,slow,negative,child,children,medium,walkers,0,206543771,1526422
workerid_0202,90,width,gates,narrow,negative,front gate,front gates,high,gates,0,16932,10736908
workerid_0202,76,temperature_h,venues,hot,positive,ice rink,ice rinks,low,venues,0,65504,9389442
workerid_0203,90,width,furniture,wide,positive,patio door,patio doors,medium,furniture,0,222702,67400151
workerid_0204,58,size,dogs,small,negative,great dane,great danes,high,dogs,0,115558,28409576
workerid_0204,10,hardness,food,soft,negative,marshmallow,marshmallows,low,food,0,301577,180152837
workerid_0204,56,size,cars,small,negative,sedan,sedans,medium,cars,0,665446,109722086
workerid_0204,22,length,animals,short,negative,mouse,mice,low,animals,0,11969407,58179731
workerid_0204,75,temperature_h,places,warm,positive,pantry,pantries,medium,places,0,105460,51698261
workerid_0204,31,loudness_n,birds,loud,positive,parrot,parrots,high,birds,0,1049654,19695831
workerid_0204,87,width,streets,wide,positive,downtown street,downtown streets,medium,streets,0,28751,15936688
workerid_0204,45,price,jewelry,expensive,positive,plastic,plastic bracelets,low,jewelry,0,3294,72582016
workerid_0206,36,loudness_n,areas,noisy,positive,village,villages,low,areas,0,6997181,121988686
workerid_0206,40,loudness,instruments,quiet,negative,bass guitar,bass guitars,high,instruments,0,445282,48493077
workerid_0206,40,loudness,instruments,quiet,negative,ukelele,ukeleles,low,instruments,0,11454,48493077
workerid_0206,24,length,cars,short,negative,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0206,25,length,movies,long,positive,documentary,documentaries,medium,movies,0,1741319,182764607
workerid_0206,33,loudness_n,birds,loud,positive,finch,finches,low,birds,0,280095,19695831
workerid_0206,75,temperature_h,areas,warm,positive,pantry,pantries,medium,areas,0,105460,121988686
workerid_0206,32,loudness_n,places,quiet,negative,library,libraries,low,places,0,28105939,51698261
workerid_0207,56,size,cars,big,positive,sedan,sedans,medium,cars,0,665446,109722086
workerid_0207,32,loudness_n,places,noisy,positive,concert,concerts,high,places,0,8711738,51698261
workerid_0208,7,darkness,coats,light,positive,poodle,poodles,high,coats,0,255182,4107452
workerid_0208,37,loudness_n,cars,quiet,negative,electric car,electric cars,low,cars,0,171936,109722086
workerid_0208,30,loudness_n,places,noisy,positive,church,churches,low,places,0,13467005,51698261
workerid_0208,90,width,gates,narrow,negative,front gate,front gates,high,gates,0,16932,10736908
workerid_0208,62,speed_f,cars,slow,negative,motorcycle,motorcycles,high,cars,0,5752821,109722086
workerid_0208,56,size,cars,big,positive,sedan,sedans,medium,cars,0,665446,109722086
workerid_0210,87,width,streets,wide,positive,downtown street,downtown streets,medium,streets,0,28751,15936688
workerid_0210,37,loudness_n,cars,quiet,negative,electric car,electric cars,low,cars,0,171936,109722086
workerid_0211,87,width,streets,wide,positive,downtown street,downtown streets,medium,streets,0,28751,15936688
workerid_0211,48,price,food,expensive,positive,steak,steaks,high,food,0,1646745,180152837
workerid_0211,56,size,cars,big,positive,sedan,sedans,medium,cars,0,665446,109722086
workerid_0211,64,speed,animals,slow,negative,cat,cats,medium,animals,0,15738388,58179731
workerid_0211,69,strength,people,strong,positive,wrestler,wrestlers,high,people,0,772270,480323270
workerid_0212,90,width,gates,narrow,negative,front gate,front gates,high,gates,0,16932,10736908
workerid_0212,69,strength,people,strong,positive,wrestler,wrestlers,high,people,0,772270,480323270
workerid_0212,69,strength,people,weak,negative,wrestler,wrestlers,high,people,0,772270,480323270
workerid_0212,7,darkness,coats,light,positive,poodle,poodles,high,coats,0,255182,4107452
workerid_0212,90,width,gates,wide,positive,front gate,front gates,high,gates,0,16932,10736908
workerid_0213,67,strength,boxes,strong,positive,child,children,low,boxes,0,206543771,25790443
workerid_0213,88,width,banks,wide,positive,stream,streams,medium,banks,0,8883635,30584319
workerid_0214,87,width,streets,wide,positive,downtown street,downtown streets,medium,streets,0,28751,15936688
workerid_0214,69,strength,people,strong,positive,wrestler,wrestlers,high,people,0,772270,480323270
workerid_0214,65,speed,walkers,quick,positive,adult,adults,high,walkers,0,32847475,1526422
workerid_0214,32,loudness_n,rooms,quiet,negative,library,libraries,low,rooms,0,28105939,65454304
workerid_0214,90,width,furniture,wide,positive,front gate,front gates,high,furniture,0,16932,67400151
workerid_0214,68,strength,weather,strong,positive,hurricane,hurricanes,high,weather,0,3785008,103332440
workerid_0214,89,width,streets,narrow,negative,country lane,country lanes,low,streets,0,51288,15936688
workerid_0214,36,loudness_n,cities,quiet,negative,village,villages,low,cities,0,6997181,59810742
workerid_0214,56,size,cars,big,positive,sedan,sedans,medium,cars,0,665446,109722086
workerid_0216,37,loudness_n,cars,quiet,negative,electric car,electric cars,low,cars,0,171936,109722086
workerid_0216,90,width,gates,narrow,negative,front gate,front gates,high,gates,0,16932,10736908
workerid_0216,7,darkness,coats,light,positive,poodle,poodles,high,coats,0,255182,4107452
workerid_0216,87,width,streets,wide,positive,downtown street,downtown streets,medium,streets,0,28751,15936688
workerid_0217,83,weight,fabrics,heavy,positive,silk,silks,low,fabrics,0,418180,5153175
workerid_0217,90,width,furniture,wide,positive,patio door,patio doors,medium, furnitures,0,222702,67400151
workerid_0217,34,loudness_n,music,quiet,negative,guitar,guitars,medium,music,0,7278585,414072994
workerid_0217,40,loudness,instruments,loud,positive,ukelele,ukeleles,low,instruments,0,11454,48493077
workerid_0217,59,speed,runners,fast,positive,jogger,joggers,medium,runners,0,260504,3917217
workerid_0217,56,size,cars,small,negative,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0217,70,strength,paint colors,weak,negative,wall paint,wall paints,medium,paint colors,0,3469,83964
workerid_0218,69,strength,weightlifters,weak,negative,wrestler,wrestlers,high,weightlifters,0,772270,26692
workerid_0218,90,width,furniture,wide,positive,front gate,front gates,high,furniture,0,16932,67400151
workerid_0218,70,strength,colors,weak,negative,watercolor,watercolors,low,colors,0,567707,27913613
workerid_0219,24,length,cars,short,negative,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0219,5,darkness,scripts,light,positive,pencil,pencils,low,scripts,0,2459655,17337654
workerid_0219,32,loudness_n,places,quiet,negative,library,libraries,low,places,0,28105939,51698261
workerid_0221,41,price,decor,expensive,positive,plastic,plastic statues,low,decor,0,707,12099181
workerid_0221,40,loudness,instruments,loud,positive,bass guitar,bass guitars,high,instruments,0,445282,48493077
workerid_0221,74,temperature,days,cold,negative,winter,winter days,low,days,0,80466,305158140
workerid_0222,4,darkness,nights,dark,negative,dusk,dusks,medium,nights,0,3542,21265731
workerid_0224,90,width,gates,narrow,negative,front gate,front gates,high,gates,0,16932,10736908
workerid_0224,24,length,trucks,short,negative,pick-up truck,pick up trucks,medium,trucks,0,21984,13809070
workerid_0225,39,loudness_n,lakes,quiet,negative,rowboat,rowboats,low,lakes,0,42015,14947783
workerid_0225,74,temperature,days,warm,positive,winter,winter days,low,days,0,80466,305158140
workerid_0225,90,width,gates,narrow,negative,front gate,front gates,high,gates,0,16932,10736908
workerid_0225,26,length,maps,short,negative,highway,highways,high,maps,0,5745573,63957725
workerid_0226,36,loudness_n,areas,quiet,negative,village,villages,low,areas,0,6997181,121988686
workerid_0227,90,width,gates,narrow,negative,front gate,front gates,high,gates,0,16932,10736908
workerid_0227,69,strength,people,strong,positive,wrestler,wrestlers,high,people,0,772270,480323270
workerid_0227,80,weight,electronic devices,heavy,positive,printer,printers,high,electronic devices,0,26823567,631257
workerid_0227,83,weight,fabrics,light,negative,silk,silks,low,fabrics,0,418180,5153175
workerid_0228,31,loudness_n,animals,loud,positive,cat,cats,medium,animals,0,15738388,58179731
workerid_0228,41,price,decor,expensive,positive,platinum,platinum statue,high,decor,0,503,12099181
workerid_0228,47,price,fruits,expensive,positive,raspberries,raspberries,medium,fruits,0,543159,7957960
workerid_0228,74,temperature,days,cold,negative,winter,winter days,low,days,0,80466,305158140
workerid_0229,66,speed_f,transportation,slow,negative,helicopter,helicopters,medium,transportation,0,2682275,53123660
workerid_0229,83,weight,fabrics,light,negative,wool,wool,high,fabrics,0,7657323,5153175
workerid_0229,33,loudness_n,birds,quiet,negative,rooster,roosters,high,birds,0,328337,19695831
workerid_0229,90,width,doors,narrow,negative,patio door,patio doors,medium,doors,0,222702,20230179
workerid_0229,83,weight,fabrics,heavy,positive,cotton,cottons,medium,fabrics,0,214521,5153175
workerid_0229,56,size,cars,big,positive,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0229,13,hardness,fabrics,hard,positive,cotton,cottons,low,fabrics,0,214521,5153175
workerid_0229,38,loudness,places,quiet,negative,owl,owls,low,places,0,2208765,51698261
workerid_0229,69,strength,people,strong,positive,golfer,golfers,low,people,0,1664649,480323270
workerid_0229,8,darkness,animals,dark,negative,jaguar,jaguars,high,animals,0,1285032,58179731
workerid_0229,14,hardness,bedboards,hard,positive,blanket,blankets,medium,bedboards,0,4386506,2487
workerid_0231,69,strength,people,strong,positive,cyclist,cyclists,medium,people,0,1228897,480323270
workerid_0231,29,loudness,music,loud,positive,rock concert,rock concerts,high,music,0,67033,414072994
workerid_0231,69,strength,people,strong,positive,golfer,golfers,low,people,0,1664649,480323270
workerid_0231,40,loudness,music,quiet,negative,ukelele,ukeleles,low,music,0,11454,414072994
workerid_0231,50,price,food,cheap,negative,Chinese restaurant,chinese restaurants,low,food,0,373328,180152837
workerid_0231,40,loudness,music,loud,positive,ukelele,ukeleles,low,music,0,11454,414072994
workerid_0231,50,price,food,cheap,negative,Korean restaurant,korean restaurants,medium,food,0,37242,180152837
workerid_0231,61,speed,cookware,quick,positive,instant pot,instant pot,high,cookware,0,354,3617598
workerid_0232,68,strength,weather,strong,positive,rain shower,rain showers,low,weather,0,650392,103332440
workerid_0232,74,temperature,weather,warm,positive,summer,summer days,high,weather,0,229054,103332440
workerid_0233,5,darkness,scripts,light,positive,pen,pens,medium,scripts,0,5794539,17337654
workerid_0234,89,width,streets,narrow,negative,boulevard,boulevards,high,streets,0,278244,15936688
workerid_0234,74,temperature,days,warm,positive,fall,fall days,medium,days,0,12564,305158140
workerid_0234,47,price,fruits,cheap,negative,raspberries,raspberries,medium,fruits,0,543159,7957960
workerid_0234,67,strength,boxes,weak,negative,adult,adults,high,boxes,0,32847475,25790443
workerid_0234,83,weight,fabrics,heavy,positive,wool,wool,high,fabrics,0,7657323,5153175
workerid_0234,22,length,animals,short,negative,hamster,hamsters,medium,animals,0,633540,58179731
workerid_0234,74,temperature,days,cold,negative,fall,fall days,medium,days,0,12564,305158140
workerid_0234,83,weight,fabrics,light,negative,silk,silks,low,fabrics,0,418180,5153175
workerid_0234,5,darkness,scripts,dark,negative,piece of chalk,chalks,high,scripts,0,134762,17337654
workerid_0235,90,width,gates,narrow,negative,front gate,front gates,high,gates,0,16932,10736908
workerid_0235,47,price,fruits,cheap,negative,strawberries,strawberries,low,fruits,0,1437661,7957960
workerid_0236,68,strength,storms,weak,negative,thunderstorm,thunderstorms,medium,storms,0,1410569,3614108
workerid_0236,32,loudness_n,rooms,quiet,negative,restaurant,restaurants,medium,rooms,0,58580418,65454304
workerid_0236,74,temperature,days,warm,positive,summer,summer days,high,days,0,229054,305158140
workerid_0236,90,width,doors,narrow,negative,back door,back doors,low,doors,0,70114,20230179
workerid_0237,30,loudness_n,locations,quiet,negative,church,churches,low,locations,0,13467005,58471896
workerid_0237,83,weight,fabrics,heavy,positive,silk,silks,low,fabrics,0,418180,5153175
workerid_0238,33,loudness_n,places,quiet,negative,finch,finches,low,places,0,280095,51698261
workerid_0238,74,temperature,seasons,cold,negative,winter,winter days,low,seasons,0,80466,12035578
workerid_0238,69,strength,people,weak,negative,golfer,golfers,low,people,0,1664649,480323270
workerid_0238,56,size,cars,small,negative,sedan,sedans,medium,cars,0,665446,109722086
workerid_0238,22,length,pets,long,positive,hamster,hamsters,medium,pets,0,633540,26155002
workerid_0238,3,darkness,desserts,dark,negative,cheesecake,cheesecakes,high,desserts,0,267986,3720781
workerid_0239,69,strength,people,weak,negative,golfer,golfers,low,people,0,1664649,480323270
workerid_0239,86,width,spaces,narrow,negative,fox den,fox dens,medium,spaces,0,1610,15662133
workerid_0239,30,loudness_n,places,noisy,positive,conference center,conference centers,medium,places,0,227905,51698261
workerid_0239,77,temperature_h,food,hot,positive,muffin,muffins,medium,food,0,1333924,180152837
workerid_0240,90,width,furniture,wide,positive,back door,back doors,low,furniture,0,70114,67400151
workerid_0241,65,speed,walkers,slow,negative,adult,adults,high,walkers,0,32847475,1526422
workerid_0241,6,darkness,bouquets,light,positive,daisy,daisies,high,bouquets,0,807181,2237840
workerid_0241,5,darkness,writing utensils,dark,negative,pencil,pencils,low,writing utensils,0,2459655,12576
workerid_0242,5,darkness,scripts,dark,negative,piece of chalk,chalks,high,scripts,0,134762,17337654
workerid_0243,77,temperature_h,desserts,cold,negative,smoothie,smoothies,low,desserts,0,457222,3720781
workerid_0243,26,length,routes,short,negative,alley,alleys,low,routes,0,546265,9616739
workerid_0243,37,loudness_n,cars,loud,positive,electric car,electric cars,low,cars,0,171936,109722086
workerid_0243,90,width,furniture,wide,positive,back door,back doors,low,furniture,0,70114,67400151
workerid_0244,25,length,movies,short,negative,sitcom,sitcoms,low,movies,0,479686,182764607
workerid_0244,7,darkness,coats,light,positive,spaniel,spaniels,medium,coats,0,195570,4107452
workerid_0244,6,darkness,flowers,light,positive,dahlia,dahlias,low,flowers,0,135476,58380229
workerid_0244,13,hardness,fabrics,soft,negative,cotton,cottons,low,fabrics,0,214521,5153175
workerid_0244,54,size,melons,big,positive,watermelon,watermelons,high,melons,0,190836,1015937
workerid_0244,24,length,cars,short,negative,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0244,10,hardness,candies,soft,negative,marshmallow,marshmallows,low,candies,0,301577,1298890
workerid_0244,26,length,maps,long,positive,highway,highways,high,maps,0,5745573,63957725
workerid_0244,11,hardness,floors,soft,negative,carpet,carpet floors,low,floors,0,38431,7863848
workerid_0244,90,width,houses,narrow,negative,front gate,front gates,high,houses,0,16932,29896478
workerid_0244,11,hardness,floors,soft,negative,wood,wood floors,medium,floors,0,352083,7863848
workerid_0244,69,strength,athletes,weak,negative,golfer,golfers,low,athletes,0,1664649,7268360
workerid_0245,64,speed,animals,quick,positive,rabbit,rabbits,high,animals,0,2987957,58179731
workerid_0245,90,width,gates,wide,positive,front gate,front gates,high,gates,0,16932,10736908
workerid_0245,37,loudness_n,cars,loud,positive,electric car,electric cars,low,cars,0,171936,109722086
workerid_0248,27,length,races,long,positive,sprinting race,sprints,low,races,0,444674,9715279
workerid_0248,25,length,movies,long,positive,documentary,documentaries,medium,movies,0,1741319,182764607
workerid_0248,56,size,cars,big,positive,sedan,sedans,medium,cars,0,665446,109722086
workerid_0248,30,loudness_n,locations,quiet,negative,conference center,conference centers,medium,locations,0,227905,58471896
workerid_0248,41,price,decor,expensive,positive,plastic,plastic statues,low,decor,0,707,12099181
workerid_0248,40,loudness,instruments,loud,positive,ukelele,ukeleles,low,instruments,0,11454,48493077
workerid_0248,72,temperature,food,warm,positive,ice cream,ice cream,low,food,0,6277647,180152837
workerid_0249,3,darkness,desserts,light,positive,fruit cake,fruit cakes,medium,desserts,0,17124,3720781
workerid_0249,47,price,fruits,cheap,negative,raspberries,raspberries,medium,fruits,0,543159,7957960
workerid_0249,37,loudness_n,cars,loud,positive,electric car,electric cars,low,cars,0,171936,109722086
workerid_0249,89,width,streets,wide,positive,boulevard,boulevards,high,streets,0,278244,15936688
workerid_0249,10,hardness,food,soft,negative,marshmallow,marshmallows,low,food,0,301577,180152837
workerid_0249,72,temperature,food,warm,positive,ice cream,ice cream,low,food,0,6277647,180152837
workerid_0249,69,strength,weightlifters,weak,negative,cyclist,cyclists,medium,weightlifters,0,1228897,26692
workerid_0251,74,temperature,days,cold,negative,fall,fall days,medium,days,0,12564,305158140
workerid_0253,40,loudness,instruments,quiet,negative,bass guitar,bass guitars,high,instruments,0,445282,48493077
workerid_0253,38,loudness,birds,loud,positive,owl,owls,low,birds,0,2208765,19695831
workerid_0253,69,strength,people,weak,negative,golfer,golfers,low,people,0,1664649,480323270
workerid_0253,13,hardness,objects,hard,positive,wood,wood,high,objects,0,51133768,33848628
workerid_0253,90,width,furniture,wide,positive,patio door,patio doors,medium,furniture,0,222702,67400151
workerid_0253,77,temperature_h,food,hot,positive,muffin,muffins,medium,food,0,1333924,180152837
workerid_0253,14,hardness,furniture,soft,negative,pillow,pillows,low,furniture,0,3970202,67400151
workerid_0254,77,temperature_h,desserts,hot,positive,chocolate fondue,chocolate fondues,high,desserts,0,1783,3720781
workerid_0254,83,weight,fabrics,light,negative,silk,silks,low,fabrics,0,418180,5153175
workerid_0254,40,loudness,instruments,quiet,negative,bass guitar,bass guitars,high,instruments,0,445282,48493077
workerid_0254,76,temperature_h,weather,cold,negative,ice rink,ice rinks,low,weather,0,65504,103332440
workerid_0254,90,width,gates,narrow,negative,front gate,front gates,high,gates,0,16932,10736908
workerid_0254,56,size,cars,big,positive,sedan,sedans,medium,cars,0,665446,109722086
workerid_0254,82,weight,objects,light,negative,stick,sticks,medium,objects,0,6395033,33848628
workerid_0254,42,price,houses,expensive,positive,villa,villas,high,houses,0,9561875,29896478
workerid_0255,74,temperature,days,warm,positive,fall,fall days,medium,days,0,12564,305158140
workerid_0255,87,width,streets,wide,positive,downtown street,downtown streets,medium,streets,0,28751,15936688
workerid_0255,56,size,cars,big,positive,sedan,sedans,medium,cars,0,665446,109722086
workerid_0256,69,strength,people,strong,positive,golfer,golfers,low,people,0,1664649,480323270
workerid_0256,33,loudness_n,animals,quiet,negative,finch,finches,low,animals,0,280095,58179731
workerid_0256,86,width,forests,narrow,negative,bear den,bear dens,high,forests,0,2361,8729753
workerid_0256,89,width,streets,wide,positive,boulevard,boulevards,high,streets,0,278244,15936688
workerid_0256,29,loudness,music,loud,positive,rock concert,rock concerts,high,music,0,67033,414072994
workerid_0256,40,loudness,instruments,loud,positive,ukelele,ukeleles,low,instruments,0,11454,48493077
workerid_0256,44,price,food,cheap,negative,garlic,garlic,medium,food,0,5884664,180152837
workerid_0257,13,hardness,materials,soft,negative,wood,wood,high,materials,0,51133768,83903351
workerid_0257,47,price,berries,expensive,positive,strawberries,strawberries,low,berries,0,1437661,1879643
workerid_0258,37,loudness_n,cars,quiet,negative,electric car,electric cars,low,cars,0,171936,109722086
workerid_0258,87,width,streets,wide,positive,downtown street,downtown streets,medium,streets,0,28751,15936688
workerid_0258,30,loudness_n,rooms,quiet,negative,conference center,conference centers,medium,rooms,0,227905,65454304
workerid_0258,25,length,movies,short,negative,documentary,documentaries,medium,movies,0,1741319,182764607
workerid_0258,74,temperature,days,cold,negative,winter,winter days,low,days,0,80466,305158140
workerid_0258,75,temperature_h,objects,warm,positive,oven,ovens,high,objects,0,3443150,33848628
workerid_0259,74,temperature,days,cold,negative,winter,winter days,low,days,0,80466,305158140
workerid_0259,21,length,dogs,short,negative,dachshund,dachshunds,high,dogs,0,116109,28409576
workerid_0259,55,size,animals,small,negative,herring,herrings,low,animals,0,137142,58179731
workerid_0259,5,darkness,scripts,dark,negative,piece of chalk,chalks,high,scripts,0,134762,17337654
workerid_0260,74,temperature,days,warm,positive,winter,winter days,low,days,0,80466,305158140
workerid_0260,5,darkness,scripts,dark,negative,piece of chalk,chalks,high,scripts,0,134762,17337654
workerid_0260,37,loudness_n,cars,loud,positive,electric car,electric cars,low,cars,0,171936,109722086
workerid_0261,69,strength,weightlifters,strong,positive,golfer,golfers,low,weightlifters,0,1664649,26692
workerid_0261,29,loudness,music,loud,positive,rap concert,rap concerts,medium,music,0,1191,414072994
workerid_0261,83,weight,fabrics,light,negative,silk,silks,low,fabrics,0,418180,5153175
workerid_0261,50,price,food,expensive,positive,Japanese restaurant,japanese restaurants,high,food,0,183928,180152837
workerid_0261,13,hardness,fabrics,soft,negative,cotton,cottons,low,fabrics,0,214521,5153175
workerid_0261,89,width,streets,narrow,negative,boulevard,boulevards,high,streets,0,278244,15936688
workerid_0262,87,width,streets,wide,positive,downtown street,downtown streets,medium,streets,0,28751,15936688
workerid_0262,30,loudness_n,rooms,noisy,positive,conference center,conference centers,medium,rooms,0,227905,65454304
workerid_0264,26,length,maps,long,positive,street,streets,medium,maps,0,15936688,63957725
workerid_0264,24,length,trucks,long,positive,pick-up truck,pick up trucks,medium,trucks,0,21984,13809070
workerid_0265,24,length,cars,long,positive,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0265,37,loudness_n,cars,quiet,negative,electric car,electric cars,low,cars,0,171936,109722086
workerid_0265,75,temperature_h,kitchens,cold,negative,pantry,pantries,medium, kitchens,0,105460,2897588
workerid_0265,30,loudness_n,places,noisy,positive,party,parties,high,places,0,52799939,51698261
workerid_0266,68,strength,storms,weak,negative,rain shower,rain showers,low,storms,0,650392,3614108
workerid_0266,56,size,cars,small,negative,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0266,90,width,furniture,wide,positive,front gate,front gates,high,furniture,0,16932,67400151
workerid_0267,40,loudness,instruments,quiet,negative,ukelele,ukeleles,low,instruments,0,11454,48493077
workerid_0267,30,loudness_n,venues,noisy,positive,conference center,conference centers,medium,venues,0,227905,9389442
workerid_0267,69,strength,people,strong,positive,cyclist,cyclists,medium,people,0,1228897,480323270
workerid_0267,29,loudness,music,loud,positive,rock concert,rock concerts,high,music,0,67033,414072994
workerid_0268,67,strength,boxes,weak,negative,adult,adults,high,boxes,0,32847475,25790443
workerid_0268,37,loudness_n,cars,quiet,negative,electric car,electric cars,low,cars,0,171936,109722086
workerid_0269,24,length,trucks,short,negative,pick-up truck,pick up trucks,medium,trucks,0,21984,13809070
workerid_0269,37,loudness_n,cars,loud,positive,electric car,electric cars,low,cars,0,171936,109722086
workerid_0269,79,weight,objects,heavy,positive,kid,kids,medium,objects,0,96621142,33848628
workerid_0269,54,size,vegetables,small,negative,kumquat,kumquats,low,vegetables,0,23947,9067552
workerid_0269,90,width,doors,narrow,negative,back door,back doors,low,doors,0,70114,20230179
workerid_0269,30,loudness_n,places,quiet,negative,conference center,conference centers,medium,places,0,227905,51698261
workerid_0269,47,price,fruits,cheap,negative,raspberries,raspberries,medium,fruits,0,543159,7957960
workerid_0269,56,size,cars,big,positive,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0270,40,loudness,instruments,quiet,negative,acoustic guitar,acoustic guitars,medium,instruments,0,549025,48493077
workerid_0270,7,darkness,coats,light,positive,poodle,poodles,high,coats,0,255182,4107452
workerid_0270,24,length,cars,long,positive,limousine,limousines,high,cars,0,15896227,109722086
workerid_0270,45,price,bracelets,cheap,negative,metal,metal bracelets,medium,bracelets,0,5274,6784458
workerid_0270,56,size,cars,big,positive,sedan,sedans,medium,cars,0,665446,109722086
workerid_0270,83,weight,fabrics,light,negative,silk,silks,low,fabrics,0,418180,5153175
workerid_0271,66,speed_f,vehicles,slow,negative,plane,planes,high,vehicles,0,6448506,37254742
workerid_0271,50,price,restaurants,expensive,positive,Korean restaurant,korean restaurants,medium,restaurants,0,37242,58580418
workerid_0271,86,width,animal dens,wide,positive,bear den,bear dens,high,dens,0,2361,324
workerid_0271,45,price,jewelry,expensive,positive,metal,metal bracelets,medium,jewelry,0,5274,72582016
workerid_0271,4,darkness,evenings,dark,negative,night,nights,low,evenings,0,21265731,3008865
workerid_0271,2,darkness,shades,light,positive,black paint,black paints,low,shades,0,820,5133522
workerid_0271,74,temperature,days,cold,negative,summer,summer days,high,days,0,229054,305158140
workerid_0271,9,hardness,food,soft,negative,mushroom,mushrooms,low,food,0,3134851,180152837
workerid_0271,37,loudness_n,cars,quiet,negative,electric car,electric cars,low,cars,0,171936,109722086
workerid_0271,77,temperature_h,food,cold,negative,muffin,muffins,medium,food,0,1333924,180152837
workerid_0271,40,loudness,instruments,loud,positive,ukelele,ukeleles,low,instruments,0,11454,48493077
workerid_0271,87,width,streets,narrow,negative,downtown street,downtown streets,medium,streets,0,28751,15936688
workerid_0271,5,darkness,scripts,dark,negative,piece of chalk,chalks,high,scripts,0,134762,17337654
workerid_0272,55,size,aquariums,big,positive,shark,sharks,high,aquariums,0,3302971,983409
workerid_0272,74,temperature,days,cold,negative,summer,summer days,high,days,0,229054,305158140
workerid_0272,90,width,furniture,wide,positive,back door,back doors,low,furniture,0,70114,67400151
workerid_0272,11,hardness,floors,soft,negative,wood,wood floors,medium,floors,0,352083,7863848
workerid_0272,77,temperature_h,food,cold,negative,muffin,muffins,medium,food,0,1333924,180152837
workerid_0272,67,strength,boxes,strong,positive,teenager,teenagers,medium,boxes,0,4979216,25790443
workerid_0272,24,length,trucks,long,positive,pick-up truck,pick up trucks,medium,trucks,0,21984,13809070
workerid_0272,40,loudness,instruments,loud,positive,ukelele,ukeleles,low,instruments,0,11454,48493077
workerid_0272,34,loudness_n,music,loud,positive,guitar,guitars,medium,music,0,7278585,414072994
workerid_0272,28,length,songs,long,positive,opera,operas,high,songs,0,812910,49286341
workerid_0272,83,weight,items,light,negative,cotton,cottons,medium,items,0,214521,330511239
workerid_0273,7,darkness,coats,dark,negative,spaniel,spaniels,medium,coats,0,195570,4107452
workerid_0273,90,width,doors,narrow,negative,back door,back doors,low,doors,0,70114,20230179
workerid_0274,34,loudness_n,music,quiet,negative,guitar,guitars,medium,music,0,7278585,414072994
workerid_0274,69,strength,people,strong,positive,wrestler,wrestlers,high,people,0,772270,480323270
workerid_0274,24,length,cars,long,positive,smartcar,smartcars,low,cars,0,1843,109722086
workerid_0274,39,loudness_n,lakes,quiet,negative,sailboat,sailboats,medium,lakes,0,498658,14947783
workerid_0274,30,loudness_n,places,noisy,positive,party,parties,high,places,0,52799939,51698261
workerid_0274,90,width,furniture,wide,positive,back door,back doors,low,furniture,0,70114,67400151
workerid_0274,40,loudness,instruments,loud,positive,ukelele,ukeleles,low,instruments,0,11454,48493077
workerid_0274,74,temperature,days,cold,negative,winter,winter days,low,days,0,80466,305158140
workerid_0274,32,loudness_n,places,quiet,negative,library,libraries,low,places,0,28105939,51698261
workerid_0275,40,loudness,instruments,loud,positive,ukelele,ukeleles,low,instruments,0,11454,48493077
workerid_0276,30,loudness_n,buildings,quiet,negative,church,churches,low,buildings,0,13467005,27623285
workerid_0276,75,temperature_h,rooms,warm,positive,pantry,pantries,medium,rooms,0,105460,65454304
workerid_0276,48,price,food,expensive,positive,steak,steaks,high,food,0,1646745,180152837
workerid_0276,29,loudness,concerts,loud,positive,rock concert,rock concerts,high,concerts,0,67033,8711738
workerid_0276,90,width,furniture,wide,positive,back door,back doors,low, furnitures,0,70114,67400151
workerid_0276,41,price,decor,cheap,negative,plastic,plastic statues,low,decor,0,707,12099181
