stim_id,degree,context_sentence,superordinate,np,np_expectations,adj,adj_polarity,np_match,originalResponse,cat_cleaned,specific,matchingSuper,mode_np,np_pl,superordinate.freq
41,price,Lucas is at a decoration shop and looks at a statue made of plastic.,statues,plastic,low,cheap,negative,plastic,statues,statues,0,1,statues,plastic statues,statues
1,darkness,David is going for a walk and notices the color of a crow.,birds,crow,low,dark,negative,crow,crows,crows,1,0,crow,crows,birds
79,weight,Josh lifts up a baby.,people,baby,low,light,negative,baby,babies,baby,1,0,baby,babies,people
51,size,Gary is at a gardening store and looks at a flower.,plants,flower,low,small,negative,flower,flowers,flowers,1,0,flower,flowers,plants
5,darkness,Monica is writing with a pencil and notices the color of the script.,scripts,pencil,low,dark,negative,pencil,pencils,pencils,1,0,pencil,pencils,scripts
29,loudness,William is listening to a choral concert.,concerts,choral concert,low,quiet,negative,choral,concerts,concerts,0,1,concerts,choirs,concerts
62,speed_f,Simon sees a truck on the highway.,vehicles,truck,low,fast,positive,truck,trucks,trucks,1,0,truck,trucks,vehicles
23,length_duration,Veronica thinks about reading her favorite poem.,readings,poem,low,long,positive,poem,poems,poems,1,0,poem,poems,readings
43,price,Robert is shopping for shoes and looks at a pair of sandals.,shoes,sandals,low,expensive,positive,sandals,sandals,sandals,1,0,sandals,sandals,shoes
21,length_duration,Maya is at a pet store and notices the length of a chihuahua.,dogs,chihuahua,low,long,positive,chihuahua,dogs,dogs,0,1,dogs,chihuahuas,dogs
34,loudness_n,Jasmine is listening to a friend playing the harp.,instruments,harp,low,loud,positive,harp,harps,harps,1,0,harp,harps,instruments
42,price,Kim is looking to rent a new place and checks out a house.,rentals,house,medium,cheap,negative,house,houses,houses,1,0,house,houses,rentals
15,height,Sophie is at a zoo and looks at a monkey.,animals,monkey,medium,short,negative,monkey,monkeys,monkeys,1,0,monkey,monkeys,animals
31,loudness_n,Natalia is at a friend's place and hears her pet cat.,pets,cat,medium,quiet,negative,cat,cats,cats,1,0,cat,cats,pets
3,darkness,Eric is at a bakery and looks at the color of a fruit cake.,cakes,fruit cake,medium,dark,negative,fruit cake,cakes,cakes,0,1,cakes,fruit cakes,cakes
14,hardness,Kathleen is in her bedroom and sits on a blanket.,furniture,blanket,medium,soft,negative,blanket,blankets,blankets,1,0,blanket,blankets,furniture
84,weight,Michelle learns about the weight of a friend's new motorcycle.,vehicles,motorcycle,medium,heavy,positive,motorcycle,motorcycles,motorcycles,1,0,motorcycle,motorcycles,vehicles
39,loudness_n,Julia is at a lake and hears the sound of a sailboat.,boats,sailboat,medium,loud,positive,sailboat,sailboats,sailboats,1,1,sailboat,sailboats,boats
89,width,Laura is walking on a street.,roads,street,medium,wide,positive,street,streets,streets,1,0,street,streets,roads
37,loudness_n,Gabriel is on the sidewalk and hears a car drive by.,vehicles,car,medium,loud,positive,car,cars,cars,1,0,car,cars,vehicles
13,hardness,Claire is at a hardware store and picks up a piece of wood.,materials,wood,high,soft,negative,wood,wood,wood,1,0,wood,wood,materials
49,price,Daniel is at a liquor store and wants to buy a bottle of top-shelf liquor.,alcoholic drinks,bottle of top-shelf liquor,high,cheap,negative,liquor,liquor,liquor,1,0,bottle of top-shelf liquor,liquors,alcoholic drinks
27,length_duration,Stephen looks up information about an upcoming triathlon race.,races,triathlon race,high,short,negative,triathlon,races,races,0,1,races,triathlon races,rallies
8,darkness,Anthony is at a zoo and notices the fur color of a jaguar.,animals,jaguar,high,dark,negative,jaguar,jaguars,jaguars,1,0,jaguar,jaguars,animals
50,price,John is considering different places for dinner and looks at the menu of a Japanese restaurant.,restaurants,Japanese restaurant,high,cheap,negative,japanese,restaurants,restaurants,0,1,restaurants,japanese restaurants,restaurants
12,hardness,Alexander picks up a melon.,fruit,melon,high,soft,negative,melon,melons,melons,1,0,melon,melons,fruit
90,width,Tom is attempting to move furniture through the front gate of his house.,doorways,front gate,high,wide,positive,front gate,gates,gate,1,0,front gate,front gates,doorways
19,height,Melinda sees a basketball player.,people,basketball player,high,tall,positive,basketball player,people,people,0,1,people,basketball players,people
64,speed,Jennifer is at a friend's house and sees their pet rabbit come towards them.,pets,rabbit,high,quick,positive,rabbit,rabbit,rabbit,1,0,rabbit,rabbits,pets
36,loudness_n,Lee is planning to move and reads about a nearby city.,places,city,high,noisy,positive,city,cities,city,1,0,city,cities,places
20,height,Kim is walking in a botanical garden and sees a redwood tree.,trees,redwood tree,high,tall,positive,redwood,trees,trees,0,1,trees,redwood trees,trees
46,price,John is clothing shopping and looks at a coat.,clothes,coat,medium,expensive,positive,coat,coats,coats,1,0,coat,coats,clothes
37,loudness_n,Greg is on the sidewalk and hears an electric car drive by.,vehicles,electric car,low,quiet,negative,electric,electric cars,electric cars,1,0,electric car,electric cars,vehicles
18,height,Daniel is looking at a pansy.,flowers,pansy,low,short,negative,pansy,pansies,pansy,1,0,pansy,pansies,flowers
23,length_duration,Julia thinks about reading her favorite story.,readings,story,medium,short,negative,story,stories,story,1,0,story,stories,readings
42,price,Michael is looking to rent a new place and checks out a house.,rentals,house,medium,expensive,positive,house,houses,houses,1,0,house,houses,rentals
84,weight,Veronica learns about the weight of a friend's new motorcycle.,vehicles,motorcycle,medium,heavy,positive,motorcycle,motorcycles,motorcycles,1,0,motorcycle,motorcycles,vehicles
50,price,Charles is considering different places for dinner and looks at the menu of a Korean restaurant.,restaurants,Korean restaurant,medium,cheap,negative,korean,Korean restaurants,korean restaurants,1,1,Korean restaurant,korean restaurants,restaurants
76,temperature_h,Natalia is spending her Saturday at a sauna.,places,sauna,high,hot,positive,sauna,saunas,saunas,1,0,sauna,saunas,places
9,hardness,Alicia is at a vegetable market and picks up a mushroom.,vegetables,mushroom,low,hard,positive,mushroom,mushrooms,mushrooms,1,0,mushroom,mushrooms,vegetables
44,price,Stephanie is shopping for spices and looks at saffron.,spices,saffron,high,expensive,positive,saffron,saffrons,saffrons,1,0,saffron,saffron,spices
35,loudness,Melinda is in a room with a baby.,people,baby,high,quiet,negative,baby,babies,baby,1,0,baby,babies,people
68,strength,Claire is hearing about the thunderstorm that is heading towards them.,storms,thunderstorm,medium,strong,positive,thunderstorm,thunderstorm,thunderstorm,1,0,thunderstorm,thunderstorms,storms
43,price,Lucas is shopping for shoes and looks at a pair of sandals.,shoes,sandals,low,expensive,positive,sandals,sandals,sandals,1,0,sandals,sandals,shoes
33,loudness_n,Jennifer is taking a walk in a park and hears the cry of a finch.,birds,finch,low,loud,positive,finch,finch,finch,1,0,finch,finches,birds
25,length_duration,Kim thinks about watching her favorite sitcom.,entertainment,sitcom,low,short,negative,sitcom,sitcoms,sitcoms,1,0,sitcom,sitcoms,entertainment
78,weight,Gary is at the zoo and watches a fish being lifted.,animals,fish,low,heavy,positive,fish,fishes,fishes,1,0,fish,fish,animals
4,darkness,William steps outside during the day.,times of day,day,high,dark,negative,day,days,days,1,0,day,days,times of day
79,weight,Stephen lifts up an adult.,people,adult,high,light,negative,adult,adults,adults,1,0,adult,adults,people
70,strength,Angela is painting and tries a new oil paint.,paints,oil paint,high,strong,positive,oil,oil paint,oil paint,1,0,oil paint,oil paints,paints
6,darkness,Mika is creating a flower bouquet and picks out a rose.,flowers,rose,medium,dark,negative,rose,roses,roses,1,0,rose,roses,flowers
52,size,Lee is at the zoo and sees an elephant.,animals,elephant,high,big,positive,elephant,elephants,elephants,1,0,elephant,elephants,animals
81,weight,Laura is helping a friend move and picks up their trash can.,furniture,trash can,low,heavy,positive,trash can,trash can,trash,1,0,trash can,trash cans,furniture
11,hardness,Tanya steps onto the tile floor of a room.,floors,tile,high,soft,negative,tile,tiles,tiles,1,0,tile,tile floors,floors
41,price,Eric is at a decoration shop and looks at a statue made of plastic.,statues,plastic,low,cheap,negative,plastic,statue,statue,0,1,statues,plastic statues,statues
60,speed,Sophie is at the zoo and watches a sloth move.,animals,sloth,low,slow,negative,sloth,sloth,sloth,1,0,sloth,sloths,animals
80,weight,Josh is at an electronics store and picks up a printer.,electronic devices,printer,high,light,negative,printer,printer,printer,1,0,printer,printers,electronic devices
17,height,Jasmine sees an adult.,people,adult,high,tall,positive,adult,adult,adult,1,0,adult,adults,people
2,darkness,Simon bought a can of white paint and is testing it for the first time.,paint,white paint,high,light,positive,white,white paint,white paint,1,1,white paint,white paints,paint
12,hardness,Anthony picks up a mango.,fruit,mango,medium,soft,negative,mango,mangos,mangos,1,0,mango,mangos,fruit
82,weight,Alexander is walking outside and picks up a feather.,objects,feather,low,heavy,positive,feather,feathers,feathers,1,0,feather,feathers,objects
89,width,Kathleen is walking on a street.,roads,street,medium,narrow,negative,street,street,street,1,0,street,streets,roads
51,size,Maya is at a gardening store and looks at a flower.,plants,flower,low,small,negative,flower,flowers,flowers,1,0,flower,flowers,plants
27,length_duration,Robert looks up information about an upcoming relay race.,races,relay race,medium,long,positive,relay,relay race,relay race,1,0,relay race,relay races,rallies
8,darkness,Michelle is at a zoo and notices the fur color of a tiger.,animals,tiger,medium,light,positive,tiger,tiger fur,tiger fur,1,0,tiger,tigers,animals
63,speed_f,Kim is travelling on her friend's new sailboat.,boats,sailboat,medium,fast,positive,sailboat,sailboats,sailboats,1,1,sailboat,sailboats,boats
50,price,Gary is considering different places for dinner and looks at the menu of a Chinese restaurant.,restaurants,Chinese restaurant,low,expensive,positive,chinese,restaurants,restaurants,0,1,restaurants,chinese restaurants,restaurants
36,loudness_n,Josh is planning to move and reads about a nearby village.,places,village,low,quiet,negative,village,villages,villages,1,0,village,villages,places
24,length_duration,Maya sees a friend driving a limousine.,vehicles,limousine,high,short,negative,limo,limousines,limousines,1,0,limousine,limousines,vehicles
45,price,Stephen wants to buy a bracelet and looks at one made of metal.,bracelets,metal,medium,expensive,positive,metal,bracelets,bracelets,0,1,bracelets,metal bracelets,bracelets
29,loudness,Greg is listening to a choral concert.,concerts,choral concert,low,quiet,negative,choral,concerts,concerts,0,1,concerts,choirs,concerts
2,darkness,Julia bought a can of blue paint and is testing it for the first time.,paint,blue paint,medium,dark,negative,blue,blue paints,blue paints,1,1,blue paint,blue paints,paint
10,hardness,Melinda is eating a marshmallow.,candies,marshmallow,low,hard,positive,marshmallow,marshmallows,marshmallows,1,0,marshmallow,marshmallows,candies
47,price,Monica is shopping for berries and looks at the price of boysenberries.,berries,boysenberries,high,cheap,negative,boysenberries,boysenberries,boysenberries,1,1,boysenberries,boysenberries,berries
42,price,Daniel is looking to rent a new place and checks out a house.,rentals,house,medium,expensive,positive,house,houses,houses,1,0,house,houses,rentals
13,hardness,Claire is at a hardware store and picks up a piece of wood.,materials,wood,high,hard,positive,wood,woods,woods,1,0,wood,wood,materials
1,darkness,Natalia is going for a walk and notices the color of a parrot.,birds,parrot,medium,light,positive,parrot,parrots,parrots,1,0,parrot,parrots,birds
30,loudness_n,Kim meets a friend at a church.,venue,church,low,noisy,positive,church,churches,churches,1,0,church,churches,venues
52,size,Tom is at the zoo and sees a mouse.,animals,mouse,low,big,positive,mouse,mouse,mouse,1,0,mouse,mice,animals
89,width,Alicia is walking on a boulevard.,roads,boulevard,high,narrow,negative,boulevard,boulevards,boulevards,1,0,boulevard,boulevards,roads
15,height,Cameron is at a zoo and looks at a penguin.,animals,penguin,low,short,negative,penguin,penguins,penguins,1,0,penguin,penguins,animals
55,size,Simon is at an aquarium and sees a herring.,fish,herring,low,small,negative,herring,herrings,herrings,1,0,herring,herrings,fish
12,hardness,Alexander picks up a melon.,fruit,melon,high,hard,positive,melon,melons,melons,1,0,melon,melons,fruit
80,weight,Charles is at an electronics store and picks up a printer.,electronic devices,printer,high,light,negative,printer,printers,printers,1,0,printer,printers,electronic devices
6,darkness,Mika is creating a flower bouquet and picks out a rose.,flowers,rose,medium,dark,negative,rose,roses,roses,1,0,rose,roses,flowers
16,height,Gabriel is looking at an apartment building.,buildings,apartment building,medium,short,negative,apartment building,apartment buildings,apartment buildings,1,1,apartment building,apartment buildings,buildings
7,darkness,Jennifer takes a walk and notices the coat of a poodle.,dogs,poodle,high,light,positive,poodle,poodles,poodles,1,0,poodle,poodles,dogs
78,weight,John is at the zoo and watches an elephant being lifted.,animals,elephant,high,heavy,positive,elephant,elephants,elephants,1,0,elephant,elephants,animals
71,strength,William is examining the walls of a friend's new tent.,walls,tent,low,weak,negative,tent,tents,tents,1,0,tent,tents,walls
53,size,Angela is looking in an insect terrarium and sees a moth.,insects,moth,medium,small,negative,moth,moths,moths,1,0,moth,moths,insects
37,loudness_n,Stephanie is on the sidewalk and hears a tractor drive by.,vehicles,tractor,high,loud,positive,tractor,tractors,tractors,1,0,tractor,tractors,vehicles
4,darkness,Kathleen steps outside during the day.,times of day,day,high,light,positive,day,time of the day,time of day,1,0,day,days,times of day
32,loudness_n,David is spending his Saturday night at a library.,venues,library,low,noisy,positive,library,time at the library,time library,1,0,library,libraries,venues
67,strength,Anthony watches an adult lift up a box.,people,adult,high,weak,negative,adult,adults,adults,1,0,adult,adults,people
86,width,Lucas is in a forest and sees a fox den.,dens,fox den,medium,narrow,negative,fox,fox dens,fox dens,1,1,fox den,fox dens,dens
41,price,Veronica is at a decoration shop and looks at a statue made of bronze.,statues,bronze,medium,expensive,positive,bronze,statues,statues,0,1,statues,bronze statues,statues
59,speed,Lee is in the park and sees a walker.,people,walker,low,slow,negative,walker,walkers,walkers,1,0,walker,walkers,people
73,temperature_h,Eric takes the first sip from a juice.,drinks,juice,medium,hot,positive,juice,juice,juice,1,0,juice,juices,drinks
83,weight,Jasmine is at a craft shop and picks up a piece of silk.,materials,silk,low,light,negative,silk,material,material,0,1,materials,silks,materials
2,darkness,Kim bought a can of blue paint and is testing it for the first time.,paint,blue paint,medium,light,positive,blue,paint,paint,0,1,paint,blue paints,paint
30,loudness_n,John meets a friend at a church.,venue,church,low,noisy,positive,church,churches,churches,1,0,church,churches,venues
45,price,Simon wants to buy a bracelet and looks at one made of gold.,bracelets,gold,high,cheap,negative,gold,gold bracelets,gold bracelets,1,1,gold,gold bracelets,bracelets
10,hardness,Gary is eating a marshmallow.,candies,marshmallow,low,soft,negative,marshmallow,marshmallows,marshmallows,1,0,marshmallow,marshmallows,candies
16,height,David is looking at a strip mall.,buildings,strip mall,low,short,negative,strip mall,strip malls,strip malls,1,0,strip mall,strip malls,buildings
72,temperature,Tom takes the first bite of his salad.,food,salad,medium,warm,positive,salad,salads,salads,1,0,salad,salads,food
63,speed_f,Daniel is travelling on his friend's new rowboat.,boats,rowboat,low,fast,positive,rowboat,rowboats,rowboats,1,1,rowboat,rowboats,boats
33,loudness_n,Alexander is taking a walk in a park and hears the cry of a rooster.,birds,rooster,high,loud,positive,rooster,roosters,roosters,1,0,rooster,roosters,birds
42,price,Lee is looking to rent a new place and checks out a house.,rentals,house,medium,expensive,positive,house,houses,houses,1,0,house,houses,rentals
1,darkness,Anthony is going for a walk and notices the color of a seagull.,birds,seagull,high,dark,negative,seagull,seagulls,seagulls,1,0,seagull,seagulls,birds
15,height,Veronica is at a zoo and looks at a giraffe.,animals,giraffe,high,short,negative,giraffe,giraffes,giraffes,1,0,giraffe,giraffes,animals
86,width,Gabriel is in a forest and sees a mouse den.,dens,mouse den,low,wide,positive,mouse,mouse dens,mouse dens,1,1,mouse den,mouse holes,dens
81,weight,Tanya is helping a friend move and picks up their chair.,furniture,chair,medium,heavy,positive,chair,chairs,chairs,1,0,chair,chairs,furniture
17,height,William sees an adult.,people,adult,high,tall,positive,adult,adults,adults,1,0,adult,adults,people
68,strength,Sophie is hearing about the thunderstorm that is heading towards them.,storms,thunderstorm,medium,weak,negative,thunderstorm,thunderstorms,thunderstorms,1,1,thunderstorm,thunderstorms,storms
39,loudness_n,Michael is at a lake and hears the sound of a sailboat.,boats,sailboat,medium,loud,positive,sailboat,sailboats,sailboats,1,1,sailboat,sailboats,boats
14,hardness,Laura is in her bedroom and sits on a blanket.,furniture,blanket,medium,soft,negative,blanket,blankets,blankets,1,0,blanket,blankets,furniture
73,temperature_h,Kim takes the first sip from a juice.,drinks,juice,medium,cold,negative,juice,juice,juice,1,0,juice,juices,drinks
36,loudness_n,Melinda is planning to move and reads about a nearby city.,places,city,high,noisy,positive,city,cities,city,1,0,city,cities,places
71,strength,Michelle is examining the walls of a friend's new condo.,walls,condo,medium,strong,positive,condo,condo walls,condo walls,1,1,condo,condos,walls
84,weight,Alicia learns about the weight of a friend's new bike.,vehicles,bike,low,heavy,positive,bike,bikes,bikes,1,0,bike,bikes,vehicles
67,strength,Lucas watches a child lift up a box.,people,child,low,strong,positive,child,children,children,1,0,child,children,people
40,loudness,Charles wants to play music and tries out an ukelele.,guitars,ukelele,low,loud,positive,ukelele,ukeleles,ukeleles,1,0,ukelele,ukeleles,guitars
41,price,Kathleen is at a decoration shop and looks at a statue made of bronze.,statues,bronze,medium,cheap,negative,bronze,bronze statues,bronze statues,1,1,bronze,bronze statues,statues
52,size,Stephen is at the zoo and sees a mouse.,animals,mouse,low,small,negative,mouse,mice,mouse,1,0,mouse,mice,animals
82,weight,Claire is walking outside and picks up a stick.,objects,stick,medium,light,negative,stick,sticks,sticks,1,0,stick,sticks,objects
51,size,Monica is at a gardening store and looks at a flower.,plants,flower,low,small,negative,flower,flowers,flowers,1,0,flower,flowers,plants
34,loudness_n,Robert is listening to a friend playing the horn.,instruments,horn,high,loud,positive,horn,horns,horns,1,0,horn,horns,instruments
59,speed,Cameron is in the park and sees a runner.,people,runner,high,fast,positive,runner,runners,runners,1,0,runner,runners,people
90,width,Mika is attempting to move furniture through the front gate of her house.,doorways,front gate,high,narrow,negative,front gate,front gates,front gate,1,0,front gate,front gates,doorways
61,speed,Stephanie wants to cook dinner and considers using a crockpot.,cookware,crockpot,low,slow,negative,crockpot,crockpots,crockpots,1,0,crockpot,crockpots,cookware
11,hardness,Eric steps onto the tile floor of a room.,floors,tile,high,hard,positive,tile,tile floors,tile floors,1,1,tile,tile floors,floors
21,length_duration,Julia is at a pet store and notices the length of a dachshund.,dogs,dachshund,high,short,negative,dachshund,dachshunds,dachshunds,1,0,dachshund,dachshunds,dogs
51,size,Maya is at a gardening store and looks at a flower.,plants,flower,low,big,positive,flower,flowers,flowers,1,0,flower,flowers,plants
89,width,David is walking on a country lane.,roads,country lane,low,narrow,negative,country lane,roads,roads,0,1,roads,country lanes,roads
10,hardness,Mika is eating a jolly rancher.,candies,jolly rancher,high,soft,negative,jolly rancher,candies,candies,0,1,candies,jollies,candies
65,speed,Gabriel is taking a walk with an adult.,people,adult,high,quick,positive,adult,people,people,0,1,people,adults,people
12,hardness,Stephanie picks up a banana.,fruit,banana,low,hard,positive,banana,bananas,bananas,1,0,banana,bananas,fruit
28,length_duration,Greg is considering listening to his favorite song.,audios,song,low,long,positive,song,songs,songs,1,0,song,songs,audios
54,size,Julia is at a farmer's market and picks up a peach.,fruit,peach,medium,big,positive,peach,peaches,peaches,1,0,peach,peaches,fruit
23,length_duration,Monica thinks about reading her favorite novel.,readings,novel,high,long,positive,novel,novels,novels,1,0,novel,novels,readings
58,size,Laura is taking a walk and sees a chihuahua.,dogs,chihuahua,low,big,positive,chihuahua,chihuahuas,chihuahuas,1,0,chihuahua,chihuahuas,dogs
59,speed,Tom is in the park and sees a jogger.,people,jogger,medium,fast,positive,jogger,joggers,joggers,1,0,jogger,joggers,people
32,loudness_n,Jennifer is spending her Saturday night at a library.,venues,library,low,quiet,negative,library,libraries,library,1,0,library,libraries,venues
66,speed_f,Eric is at an airport and sees a glider in the air.,aircrafts,glider,low,fast,positive,glider,flying objects,aircrafts,0,1,aircrafts,gliders,aircrafts
75,temperature_h,Sophie is in her kitchen and puts her hand in the freezer.,locations,freezer,low,warm,positive,freezer,freezers,freezers,1,0,freezer,freezers,locations
44,price,Claire is shopping for spices and looks at saffron.,spices,saffron,high,expensive,positive,saffron,spices,spices,0,1,spices,saffron,spices
69,strength,Alicia is watching a wrestler lift weights.,athletes,wrestler,high,weak,negative,wrestler,wrestlers,wrestlers,1,0,wrestler,wrestlers,athletes
33,loudness_n,Melinda is taking a walk in a park and hears the cry of a rooster.,birds,rooster,high,quiet,negative,rooster,roosters,roosters,1,0,rooster,roosters,birds
57,size,Charles is shopping at an appliances store and looks at an oven.,appliances,oven,medium,small,negative,oven,ovens,ovens,1,0,oven,ovens,appliances
60,speed,Gary is at the zoo and watches a sloth move.,animals,sloth,low,slow,negative,sloth,sloth,sloth,1,0,sloth,sloths,animals
13,hardness,Daniel is at a hardware store and picks up a piece of plastic.,materials,plastic,medium,soft,negative,plastic,plastics,plastics,1,0,plastic,plastic,materials
43,price,Tanya is shopping for shoes and looks at a pair of sneakers.,shoes,sneakers,medium,cheap,negative,sneakers,shoes,shoes,0,1,shoes,sneakers,shoes
28,length_duration,Josh is considering listening to his favorite opera.,audios,opera,high,long,positive,opera,operas,operas,1,0,opera,operas,audios
63,speed_f,John is travelling on his friend's new sailboat.,boats,sailboat,medium,fast,positive,sailboat,sailboats,sailboats,1,1,sailboat,sailboats,boats
44,price,Lee is shopping for spices and looks at salt.,spices,salt,low,cheap,negative,salt,salts,salts,1,0,salt,salts,spices
28,length_duration,Angela is considering listening to her favorite song.,audios,song,low,short,negative,song,songs,songs,1,0,song,songs,audios
22,length_duration,William is at a friend's house and notices the size of his pet snake.,pets,snake,high,short,negative,snake,snakes,snakes,1,0,snake,snakes,pets
64,speed,Kim is at a friend's house and sees their pet cat come towards them.,pets,cat,medium,slow,negative,cat,cats,cats,1,0,cat,cats,pets
85,weight,Veronica is at a grocery store and picks up a watermelon.,fruit,watermelon,high,heavy,positive,watermelon,fruit,fruit,0,1,fruit,watermelons,fruit
88,width,Michael is standing at the bank of a stream.,waterways,stream,medium,wide,positive,stream,streams,streams,1,0,stream,streams,waterways
42,price,Tanya is looking to rent a new place and checks out a villa.,rentals,villa,high,cheap,negative,villa,villas,villas,1,0,villa,villas,rentals
23,length_duration,Claire thinks about reading her favorite story.,readings,story,medium,long,positive,story,stories,story,1,0,story,stories,readings
6,darkness,Jennifer is creating a flower bouquet and picks out a rose.,flowers,rose,medium,light,positive,rose,flowers,flowers,0,1,flowers,roses,flowers
55,size,Gary is at an aquarium and sees a herring.,fish,herring,low,big,positive,herring,fish,fish,0,1,fish,herrings,fish
53,size,Charles is looking in an insect terrarium and sees a moth.,insects,moth,medium,big,positive,moth,insects,insects,0,1,insects,moths,insects
62,speed_f,Anthony sees a car on the highway.,vehicles,car,medium,slow,negative,car,cars,cars,1,0,car,cars,vehicles
19,height,Kim sees a basketball player.,people,basketball player,high,short,negative,basketball player,basketball players,basketball players,1,0,basketball player,basketball players,people
27,length_duration,Stephen looks up information about an upcoming sprinting race.,races,sprinting race,low,long,positive,sprint,races,races,0,1,races,sprints,rallies
34,loudness_n,Natalia is listening to a friend playing the horn.,instruments,horn,high,quiet,negative,horn,instruments,instruments,0,1,instruments,horns,instruments
18,height,Gabriel is looking at a pansy.,flowers,pansy,low,short,negative,pansy,pansies,pansy,1,0,pansy,pansies,flowers
6,darkness,Alicia is creating a flower bouquet and picks out a dahlia.,flowers,dahlia,low,dark,negative,dahlia,flowers,flowers,0,1,flowers,dahlias,flowers
45,price,Kim wants to buy a bracelet and looks at one made of gold.,bracelets,gold,high,expensive,positive,gold,bracelets,bracelets,0,1,bracelets,gold bracelets,bracelets
37,loudness_n,Michael is on the sidewalk and hears a car drive by.,vehicles,car,medium,quiet,negative,car,cars,cars,1,0,car,cars,vehicles
81,weight,Daniel is helping a friend move and picks up their couch.,furniture,couch,high,light,negative,couch,furniture,furniture,0,1,furniture,couches,furniture
44,price,Melinda is shopping for spices and looks at garlic.,spices,garlic,medium,cheap,negative,garlic,spices,spices,0,1,spices,garlic,spices
23,length_duration,Alexander thinks about reading his favorite novel.,readings,novel,high,long,positive,novel,novels,novels,1,0,novel,novels,readings
48,price,Julia is at the butchershop and looks at a piece of steak.,meat,steak,high,expensive,positive,steak,steaks,steaks,1,0,steak,steaks,meat
9,hardness,David is at a vegetable market and picks up a tomato.,vegetables,tomato,medium,soft,negative,tomato,tomatoes,tomatoes,1,0,tomato,tomatoes,vegetables
43,price,Veronica is shopping for shoes and looks at a pair of boots.,shoes,boots,high,expensive,positive,boots,shoes,shoes,0,1,shoes,boots,shoes
59,speed,Jasmine is in the park and sees a jogger.,people,jogger,medium,fast,positive,jogger,joggers,joggers,1,0,jogger,joggers,people
29,loudness,Tom is listening to a choral concert.,concerts,choral concert,low,quiet,negative,choral,concerts,concerts,0,1,concerts,choirs,concerts
51,size,Josh is at a gardening store and looks at a flower.,plants,flower,low,big,positive,flower,flowers,flowers,1,0,flower,flowers,plants
75,temperature_h,Robert is in his kitchen and puts his hand in the freezer.,locations,freezer,low,warm,positive,freezer,freezers,freezers,1,0,freezer,freezers,locations
38,loudness,Maya is in a forest and hears a woodpecker.,birds,woodpecker,medium,quiet,negative,woodpecker,birds,birds,0,1,birds,woodpeckers,birds
85,weight,Michelle is at a grocery store and picks up a plum.,fruit,plum,low,heavy,positive,plum,plums,plums,1,0,plum,plums,fruit
61,speed,Lucas wants to cook dinner and considers using a frying pan.,cookware,frying pan,medium,quick,positive,frying pan,cookware,cookware,0,1,cookware,frying pans,cookware
44,price,Cameron is shopping for spices and looks at saffron.,spices,saffron,high,expensive,positive,saffron,spices,spices,0,1,spices,saffron,spices
37,loudness_n,Jasmine is on the sidewalk and hears a car drive by.,vehicles,car,medium,quiet,negative,car,cars,cars,1,0,car,cars,vehicles
17,height,Robert sees a teenager.,people,teenager,medium,tall,positive,teenager,teenagers,teenagers,1,0,teenager,teenagers,people
66,speed_f,Jennifer is at an airport and sees a plane in the air.,aircrafts,plane,high,fast,positive,plane,planes,planes,1,0,plane,planes,aircrafts
72,temperature,John takes the first bite of his soup.,food,soup,high,cold,negative,soup,soups,soups,1,0,soup,soups,food
46,price,Michelle is clothing shopping and looks at a coat.,clothes,coat,medium,cheap,negative,coat,coats,coats,1,0,coat,coats,clothes
71,strength,Greg is examining the walls of a friend's new mansion.,walls,mansion,high,weak,negative,mansion,walls,walls,0,1,walls,mansions,walls
59,speed,Monica is in the park and sees a jogger.,people,jogger,medium,fast,positive,jogger,joggers,joggers,1,0,jogger,joggers,people
88,width,Kim is standing at the bank of a stream.,waterways,stream,medium,wide,positive,stream,streams,streams,1,0,stream,streams,waterways
12,hardness,Melinda picks up a banana.,fruit,banana,low,hard,positive,banana,bananas,bananas,1,0,banana,bananas,fruit
76,temperature_h,Kathleen is spending her Saturday at a sauna.,places,sauna,high,cold,negative,sauna,saunas,saunas,1,0,sauna,saunas,places
80,weight,Tanya is at an electronics store and picks up a laptop.,electronic devices,laptop,medium,light,negative,laptop,laptops,laptops,1,0,laptop,laptops,electronic devices
28,length_duration,Stephanie is considering listening to her favorite opera.,audios,opera,high,long,positive,opera,operas,operas,1,0,opera,operas,audios
6,darkness,Claire is creating a flower bouquet and picks out a dahlia.,flowers,dahlia,low,dark,negative,dahlia,Dahlias,dahlias,1,0,dahlia,dahlias,flowers
28,length_duration,Anthony is considering listening to his favorite song.,audios,song,low,short,negative,song,songs,songs,1,0,song,songs,audios
86,width,Natalia is in a forest and sees a fox den.,dens,fox den,medium,wide,positive,fox,fox dens,fox dens,1,1,fox den,fox dens,dens
48,price,Lee is at the butchershop and looks at a piece of steak.,meat,steak,high,cheap,negative,steak,steak,steak,1,0,steak,steaks,meat
9,hardness,Josh is at a vegetable market and picks up a cucumber.,vegetables,cucumber,high,soft,negative,cucumber,cucumbers,cucumbers,1,0,cucumber,cucumbers,vegetables
54,size,Mika is at a farmer's market and picks up a kumquat.,fruit,kumquat,low,big,positive,kumquat,Kumquats,kumquats,1,0,kumquat,kumquats,fruit
13,hardness,Lucas is at a hardware store and picks up a piece of plastic.,materials,plastic,medium,soft,negative,plastic,plastic,plastic,1,0,plastic,plastic,materials
