model_variant,stim_id,subordinate,mu,sigma
single-intercept_slope,stim_1,crow,-1.8967718335848203,0.13118959601776167
single-intercept_slope,stim_1,parrot,0.7878776254299273,0.27395468424687025
single-intercept_slope,stim_1,seagull,1.4948674481340563,1.4573485674198263
single-intercept_slope,stim_10,jolly rancher,1.227997303006229,0.10145591859194711
single-intercept_slope,stim_10,marshmallow,-2.032051394108027,0.07902624386386764
single-intercept_slope,stim_10,piece of chocolate,-0.7031733088634493,0.33245276660624956
single-intercept_slope,stim_11,carpet,-1.2147041886681431,1.0733683909495024
single-intercept_slope,stim_11,tile,1.678907180592377,0.18651285867564027
single-intercept_slope,stim_11,wood,0.8770547768679677,0.018600784412000693
single-intercept_slope,stim_12,banana,-1.0903298978121023,0.4068931178544308
single-intercept_slope,stim_12,mango,-0.3753002831108647,0.9945322365524198
single-intercept_slope,stim_12,melon,1.0140616889840057,0.14224652639933674
single-intercept_slope,stim_13,cotton,-2.0089939017130067,0.06175968350224506
single-intercept_slope,stim_13,plastic,0.3135170438231021,0.18336870519320664
single-intercept_slope,stim_13,wood,1.176009414106551,0.09146584488834231
single-intercept_slope,stim_14,bedboard,1.1969116802568989,0.27453888391357995
single-intercept_slope,stim_14,blanket,-2.028096500007918,1.5249401578793247
single-intercept_slope,stim_14,pillow,-1.559936141909338,0.2234790074142529
single-intercept_slope,stim_15,giraffe,2.847980874714253,0.12551209307978528
single-intercept_slope,stim_15,monkey,-1.5350132546156017,0.2925485297547049
single-intercept_slope,stim_15,penguin,-1.0616696967665522,0.28241713910785743
single-intercept_slope,stim_16,apartment building,0.7611927821619133,0.11780468756516721
single-intercept_slope,stim_16,skyscraper,1.3470125651279972,0.2188178431704429
single-intercept_slope,stim_16,strip mall,-0.6194844179558783,0.11422906086224038
single-intercept_slope,stim_17,adult,0.6886841177614338,0.6195834323577482
single-intercept_slope,stim_17,child,-1.9487336647709752,0.8352988461932946
single-intercept_slope,stim_17,teenager,-0.5828381826053819,1.1255332050238187
single-intercept_slope,stim_18,pansy,-0.6024840534909759,0.5224601357788325
single-intercept_slope,stim_18,sunflower,1.014398560158843,0.19999951624498025
single-intercept_slope,stim_18,tulip,0.29705562823983256,0.6420222847385928
single-intercept_slope,stim_19,basketball player,1.7160719209047088,0.06720228622029803
single-intercept_slope,stim_19,golfer,0.3594183773215457,1.1785878566477244
single-intercept_slope,stim_19,jockey,-0.9426193641910174,0.12269611948651414
single-intercept_slope,stim_2,black paint,-1.5661236650046892,0.12300795890224482
single-intercept_slope,stim_2,blue paint,-0.1608686411028868,0.2932894199067683
single-intercept_slope,stim_2,white paint,1.291082730501953,0.8476781675394568
single-intercept_slope,stim_20,alpine tree,0.5792980226913259,0.18235301576979857
single-intercept_slope,stim_20,bonsai tree,-1.6373118393463002,0.16440155727302114
single-intercept_slope,stim_20,redwood tree,1.1682787793826883,0.06628803919639596
single-intercept_slope,stim_21,bassett hound,0.2517278646024312,0.09032689640785363
